Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates
1500000280,02/16/2015 11:02:00 PM,Monday,PASSENGER CAR,,108,PEARL ST,,108 PEARL ST,42.3622017,-71.105400099999898,"(42.3622017, -71.1054001)"
1500000281,02/17/2015 08:30:00 AM,Tuesday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,RIVER ST,FRANKLIN ST,RIVER ST & FRANKLIN ST,42.364898699999898,-71.105796799999894,"(42.3648987, -71.1057968)"
1500000283,02/17/2015 11:15:00 AM,Tuesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,GORE ST,SEVENTH ST,GORE ST & SEVENTH ST,42.372600599999899,-71.085098299999899,"(42.3726006, -71.0850983)"
1098,02/17/2015 11:52:00 AM,Tuesday,,,,,,,,,
1500000289,02/17/2015 12:00:00 PM,Tuesday,PASSENGER CAR,PASSENGER CAR,,PARKING LOT,,PARKING LOT,,,
1500000285,02/17/2015 02:09:00 PM,Tuesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,2268,MASSACHUSETTS AVE,,2268 MASSACHUSETTS AVE,,,
1500000287,02/17/2015 03:34:00 PM,Tuesday,PASSENGER CAR,PASSENGER CAR,,MARKET STREET,COLUMBIA STREET,MARKET STREET & COLUMBIA STREET,42.368801099999899,-71.096801799999895,"(42.3688011, -71.0968018)"
1500000288,02/17/2015 05:51:00 PM,Tuesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,160,CONCORD AVE,,160 CONCORD AVE,42.381900799999897,-71.1300963999999,"(42.3819008, -71.1300964)"
1500000290,02/18/2015 12:41:00 AM,Wednesday,OTHER,PASSENGER CAR,101,WASHINGTON ST,,101 WASHINGTON ST,42.363899199999899,-71.093200699999898,"(42.3638992, -71.0932007)"
1500000291,02/18/2015 06:11:00 AM,Wednesday,UNKNOWN HEAVY TRUCK,PASSENGER CAR,,PEARL ST,VALENTIN ST,PEARL ST & VALENTIN ST,,,
1500000292,02/18/2015 08:33:00 AM,Wednesday,PASSENGER CAR,,121,SCIARAPPA (OPP),,121 SCIARAPPA (OPP),,,
1500000293,02/18/2015 11:39:00 AM,Wednesday,PASSENGER CAR,,2327,MASS AVE,,2327 MASS AVE,42.395801499999898,-71.128402699999896,"(42.3958015, -71.1284027)"
1500000294,02/18/2015 01:29:00 PM,Wednesday,PASSENGER CAR,PASSENGER CAR,184,WILLOW ST,,184 WILLOW ST,42.374099700000002,-71.091499299999896,"(42.3740997, -71.0914993)"
1500000295,02/18/2015 07:21:00 PM,Wednesday,PASSENGER CAR,PASSENGER CAR,,5TH ST,THORNDIKE ST,5TH ST & THORNDIKE ST,42.3700981,-71.083503699999895,"(42.3700981, -71.0835037)"
1500000296,02/18/2015 07:31:00 PM,Wednesday,PASSENGER CAR,PASSENGER CAR,,ALEWIFE BROOK PARKWAY,,ALEWIFE BROOK PARKWAY,,,
1500000297,02/18/2015 07:42:00 PM,Wednesday,PASSENGER CAR,PASSENGER CAR,,HARVARD ST,HANCOCK ST.,HARVARD ST & HANCOCK ST.,42.369998899999899,-71.106903099999897,"(42.3699989, -71.1069031)"
1500000370,02/18/2015 08:00:00 PM,Wednesday,PASSENGER CAR,,12,MAPLE STREET,,12 MAPLE STREET,42.371498099999897,-71.105400099999898,"(42.3714981, -71.1054001)"
1500000298,02/18/2015 08:28:00 PM,Wednesday,PASSENGER CAR,PASSENGER CAR,,EAST STREET,MONSIGNOR O'BRIEN HIGHWAY,EAST STREET & MONSIGNOR O'BRIEN HIGHWAY,42.370800000000003,-71.075996399999894,"(42.3708, -71.0759964)"
1500000299,02/18/2015 08:50:00 PM,Wednesday,PASSENGER CAR,TRUCK TRAILER,822,SOMERVILLE AVE,,822 SOMERVILLE AVE,42.388500200000003,-71.119003300000003,"(42.3885002, -71.1190033)"
1500000300,02/19/2015 04:22:00 AM,Thursday,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",PASSENGER CAR,,FLAGG ST,PUTNAM,FLAGG ST & PUTNAM,42.367698699999899,-71.113502499999896,"(42.3676987, -71.1135025)"
1500000301,02/19/2015 06:06:00 AM,Thursday,BUS SEATS MORE THAN 15 PEOPLE,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",,PEABODY ST,,PEABODY ST,,,
1500000302,02/19/2015 08:16:00 AM,Thursday,PASSENGER CAR,,,TREMONT ST,,TREMONT ST,,,
1500000303,02/19/2015 10:22:00 AM,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,,WALDEN ST,,,
1500000304,02/19/2015 01:10:00 PM,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,,MT AUBURN ST,,MT AUBURN ST,,,
1500000305,02/19/2015 05:08:00 PM,Thursday,PASSENGER CAR,PASSENGER CAR,699,MOUNT AUBURN ST,,699 MOUNT AUBURN ST,42.374698600000002,-71.149497999999895,"(42.3746986, -71.149498)"
1500000306,02/19/2015 05:48:00 PM,Thursday,PASSENGER CAR,PASSENGER CAR,,CONCORD AVE,,CONCORD AVE,,,
1500000307,02/19/2015 07:12:00 PM,Thursday,,,,RIVER ST,MASS AVE,RIVER ST & MASS AVE,,,
1500000309,02/19/2015 09:40:00 PM,Thursday,PASSENGER CAR,,,SURREY ST,PUTNAM AVE,SURREY ST & PUTNAM AVE,42.368698100000003,-71.113502499999896,"(42.3686981, -71.1135025)"
1500000310,02/20/2015 08:43:00 AM,Friday,PASSENGER CAR,PASSENGER CAR,,OXFORD ST,,OXFORD ST,,,
1500000311,02/20/2015 09:33:00 AM,Friday,PASSENGER CAR,,,PLEASANT ST.,PRINCE ST.,PLEASANT ST. & PRINCE ST.,42.361301400000002,-71.111503600000006,"(42.3613014, -71.1115036)"
1500000312,02/20/2015 11:36:00 AM,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,1394,MASS AVE,,1394 MASS AVE,42.373600000000003,-71.119201700000005,"(42.3736, -71.1192017)"
1500000313,02/20/2015 12:22:00 PM,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,66,OXFORD ST,,66 OXFORD ST,42.381198900000001,-71.116401699999898,"(42.3811989, -71.1164017)"
1500000345,02/20/2015 01:00:00 PM,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,AMES,,AMES,,,
1500000314,02/20/2015 05:33:00 PM,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",134,MT. AUBURN ST.,,134 MT. AUBURN ST.,42.373798399999899,-71.124099700000002,"(42.3737984, -71.1240997)"
1500000315,02/20/2015 06:40:00 PM,Friday,,PASSENGER CAR,,DAVIS ST,,DAVIS ST,,,
1500000316,02/20/2015 07:29:00 PM,Friday,,PASSENGER CAR,,DAVIS ST,,DAVIS ST,,,
1500000318,02/20/2015 07:45:00 PM,Friday,PASSENGER CAR,,1304,MASS AVENUE,,1304 MASS AVENUE,42.3728981,-71.117301900000001,"(42.3728981, -71.1173019)"
1500000317,02/20/2015 08:55:00 PM,Friday,PASSENGER CAR,,,RIVERSIDE ROAD,MEMORIAL DRIVE,RIVERSIDE ROAD & MEMORIAL DRIVE,42.357399000000001,-71.1151962,"(42.357399, -71.1151962)"
1500000319,02/21/2015 01:38:00 AM,Saturday,PASSENGER CAR,PASSENGER CAR,,MASSACHUSETTS AVENUE,UPLAND ROAD,MASSACHUSETTS AVENUE & UPLAND ROAD,42.3881988999999,-71.119399999999899,"(42.3881989, -71.1194)"
1500000324,02/21/2015 06:22:00 AM,Saturday,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",27,JEFFERSON ST,,27 JEFFERSON ST,42.373100299999898,-71.089401199999898,"(42.3731003, -71.0894012)"
1500000320,02/21/2015 09:30:00 AM,Saturday,PASSENGER CAR,,,HAMLIN ST,PLYMOUTH ST,HAMLIN ST & PLYMOUTH ST,42.369098700000002,-71.092796300000003,"(42.3690987, -71.0927963)"
1500000338,02/21/2015 12:00:00 PM,Saturday,PASSENGER CAR,,,PINE ST,,PINE ST,,,
1500000331,02/21/2015 12:00:00 PM,Saturday,PASSENGER CAR,,107,OXFORD STREET,,107 OXFORD STREET,42.383598300000003,-71.116096499999898,"(42.3835983, -71.1160965)"
1500000321,02/21/2015 12:51:00 PM,Saturday,PASSENGER CAR,,130,HARVARD STREET,,130 HARVARD STREET,42.3655013999999,-71.094100999999895,"(42.3655014, -71.094101)"
1500000322,02/21/2015 01:05:00 PM,Saturday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,BRATTLE STREET,HAWTHRONE STREET,BRATTLE STREET & HAWTHRONE STREET,42.376201600000002,-71.125602700000002,"(42.3762016, -71.1256027)"
1500000323,02/21/2015 01:56:00 PM,Saturday,PASSENGER CAR,PASSENGER CAR,264,WALDEN ST,,264 WALDEN ST,42.3860016,-71.131500200000005,"(42.3860016, -71.1315002)"
1500000325,02/21/2015 09:41:00 PM,Saturday,PASSENGER CAR,,32,WATER ST,,32 WATER ST,,,
15001208,02/21/2015 10:04:00 PM,Saturday,PASSENGER CAR,,,WASHINGTON STREET,NORFOLK STREET,WASHINGTON STREET & NORFOLK STREET,42.366001099999899,-71.100799600000002,"(42.3660011, -71.1007996)"
1500000326,02/22/2015 10:25:00 AM,Sunday,OTHER,PASSENGER CAR,,OXFORD STREET,,OXFORD STREET,,,
1500000327,02/22/2015 11:45:00 AM,Sunday,PASSENGER CAR,,700,HURON AVE,,700 HURON AVE,42.382198299999899,-71.157798799999895,"(42.3821983, -71.1577988)"
1500000328,02/22/2015 12:52:00 PM,Sunday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,WASHINGTON STREET,,,,,
1500000329,02/22/2015 06:26:00 PM,Sunday,PASSENGER CAR,,,PINE ST,WASHINGTON ST.,PINE ST & WASHINGTON ST.,42.365200000000002,-71.0979004,"(42.3652, -71.0979004)"
1500000330,02/22/2015 07:58:00 PM,Sunday,PASSENGER CAR,PASSENGER CAR,200,BROADWAY,,200 BROADWAY,42.366001099999899,-71.092697099999896,"(42.3660011, -71.0926971)"
1500000332,02/23/2015 07:10:00 AM,Monday,PASSENGER CAR,PASSENGER CAR,,VASSAR STREET,,VASSAR STREET,,,
1500000336,02/23/2015 08:15:00 AM,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",1950,MASS AVE,,1950 MASS AVE,42.389598800000002,-71.120300299999897,"(42.3895988, -71.1203003)"
1500000333,02/23/2015 08:58:00 AM,Monday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",32,ALBANY STREET,,32 ALBANY STREET,42.362300900000001,-71.092903100000001,"(42.3623009, -71.0929031)"
1500000334,02/23/2015 09:29:00 AM,Monday,PASSENGER CAR,,,OXFORD STREET,FOREST STREET,OXFORD STREET & FOREST STREET,42.385200500000003,-71.116096499999898,"(42.3852005, -71.1160965)"
1500000335,02/23/2015 09:46:00 AM,Monday,PASSENGER CAR,,80,FAWCETT,,80 FAWCETT,42.391998299999898,-71.146102900000002,"(42.3919983, -71.1461029)"
1500000337,02/23/2015 10:07:00 AM,Monday,PASSENGER CAR,PASSENGER CAR,131,CAMBRIDGE STREET,,131 CAMBRIDGE STREET,42.370800000000003,-71.078300499999898,"(42.3708, -71.0783005)"
1500000340,02/23/2015 12:30:00 PM,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,VALENTINE ST,,VALENTINE ST,,,
1500000339,02/23/2015 01:36:00 PM,Monday,PASSENGER CAR,,142,CHERRY STREET,,142 CHERRY STREET,42.366001099999899,-71.0967026,"(42.3660011, -71.0967026)"
1500000341,02/23/2015 06:03:00 PM,Monday,PASSENGER CAR,UNKNOWN HEAVY TRUCK,3,LPEZ STREET,,3 LPEZ STREET,42.3689003,-71.0796967,"(42.3689003, -71.0796967)"
1500000342,02/23/2015 06:39:00 PM,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,45-47,PUTNAM AVE,,45-47 PUTNAM AVE,42.368698100000003,-71.113502499999896,"(42.3686981, -71.1135025)"
1500000343,02/23/2015 06:41:00 PM,Monday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",16,GARDEN ST.,,16 GARDEN ST.,42.377498600000003,-71.123001099999897,"(42.3774986, -71.1230011)"
1500000344,02/23/2015 06:48:00 PM,Monday,PASSENGER CAR,BUS SEATS MORE THAN 15 PEOPLE,,ANTRIM ST,,ANTRIM ST,,,
1500000346,02/23/2015 10:08:00 PM,Monday,TRUCK TRAILER,,,PUTNAM AVE,PLEASANT ST,PUTNAM AVE & PLEASANT ST,42.3600998,-71.1128006,"(42.3600998, -71.1128006)"
1500000347,02/23/2015 10:19:00 PM,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,,,,,,
1500000348,02/23/2015 10:24:00 PM,Monday,PASSENGER CAR,,19,FOREST STREET,,19 FOREST STREET,42.385200500000003,-71.116600000000005,"(42.3852005, -71.1166)"
1500000349,02/23/2015 11:21:00 PM,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,70,BISHOP ALLEN DRIVE,,70 BISHOP ALLEN DRIVE,42.365200000000002,-71.101303099999896,"(42.3652, -71.1013031)"
1500000350,02/24/2015 01:29:00 AM,Tuesday,OTHER,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",270,RIVER ST,,270 RIVER ST,,,
1500000351,02/24/2015 09:21:00 AM,Tuesday,PASSENGER CAR,,44-50,HOWARD ST,,44-50 HOWARD ST,42.3655013999999,-71.110900900000004,"(42.3655014, -71.1109009)"
1500000387,03/01/2015 03:23:00 PM,Sunday,PASSENGER CAR,,22,JFK STREET,,22 JFK STREET,42.373001100000003,-71.119796800000003,"(42.3730011, -71.1197968)"
1500000358,02/24/2015 09:30:00 AM,Tuesday,PASSENGER CAR,PASSENGER CAR,,SIDNEY ST,ALLSTON ST,SIDNEY ST & ALLSTON ST,42.357399000000001,-71.105903600000005,"(42.357399, -71.1059036)"
1500000354,02/24/2015 03:42:00 PM,Tuesday,PASSENGER CAR,,95,ANTRIM STREET,,95 ANTRIM STREET,42.372699699999899,-71.102096599999896,"(42.3726997, -71.1020966)"
1500000355,02/24/2015 04:51:00 PM,Tuesday,PASSENGER CAR,,4,WATSON STREET,,4 WATSON STREET,42.361598999999899,-71.103599500000001,"(42.361599, -71.1035995)"
1500000356,02/24/2015 07:36:00 PM,Tuesday,PASSENGER CAR,PASSENGER CAR,,MUSEUM WAY,EDUCATION ST,MUSEUM WAY & EDUCATION ST,42.369800599999898,-71.071403500000002,"(42.3698006, -71.0714035)"
1500000360,02/24/2015 09:00:00 PM,Tuesday,PASSENGER CAR,,700,MAIN ST,,700 MAIN ST,42.362999000000002,-71.093902600000007,"(42.362999, -71.0939026)"
1500000357,02/24/2015 09:24:00 PM,Tuesday,PASSENGER CAR,,,COLUMBIA STREET,,COLUMBIA STREET,,,
1500000359,02/25/2015 09:10:00 AM,Wednesday,PASSENGER CAR,,,BAY STREET,KINNAIRD STREET,BAY STREET & KINNAIRD STREET,42.367198899999899,-71.111396799999895,"(42.3671989, -71.1113968)"
1500000361,02/25/2015 02:20:00 PM,Wednesday,PASSENGER CAR,,,VANDINE ST. AT BERKSHIRE ST.,,VANDINE ST. AT BERKSHIRE ST.,,,
1500000365,02/25/2015 09:54:00 PM,Wednesday,PASSENGER CAR,,62,HIGHLAND AVE,,62 HIGHLAND AVE,42.373500800000002,-71.105300900000003,"(42.3735008, -71.1053009)"
1500000397,02/26/2015 10:30:00 AM,Thursday,PASSENGER CAR,PASSENGER CAR,103,FULKERSON ST (OPP),,103 FULKERSON ST (OPP),,,
1500000366,02/26/2015 11:09:00 AM,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,HURON AV,APPLETON ST,HURON AV & APPLETON ST,42.381500199999898,-71.134101900000005,"(42.3815002, -71.1341019)"
1500000367,02/26/2015 02:26:00 PM,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,,DOVER ST,MASS AVE,DOVER ST & MASS AVE,42.394500700000002,-71.126998900000004,"(42.3945007, -71.1269989)"
1500000371,02/26/2015 06:24:00 PM,Thursday,PASSENGER CAR,,23,LEE ST,,23 LEE ST,42.3689003,-71.106697100000005,"(42.3689003, -71.1066971)"
1500000368,02/26/2015 07:15:00 PM,Thursday,PASSENGER CAR,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",25,ATHENS STREET,,25 ATHENS STREET,42.369998899999899,-71.115600599999894,"(42.3699989, -71.1156006)"
1500000369,02/26/2015 07:19:00 PM,Thursday,PASSENGER CAR,PASSENGER CAR,306,WEBSTER AVE,,306 WEBSTER AVE,42.373199499999899,-71.094398499999897,"(42.3731995, -71.0943985)"
1500000372,02/26/2015 07:56:00 PM,Thursday,PASSENGER CAR,,17,ATHENS STREET,,17 ATHENS STREET,42.3700981,-71.115600599999894,"(42.3700981, -71.1156006)"
1500000373,02/26/2015 09:10:00 PM,Thursday,PASSENGER CAR,PASSENGER CAR,71,CHERRY STREET,,71 CHERRY STREET,42.364498099999899,-71.097297699999899,"(42.3644981, -71.0972977)"
1500000374,02/26/2015 09:55:00 PM,Thursday,PASSENGER CAR,,4,ELLSWORTH AVE,,4 ELLSWORTH AVE,42.3722992,-71.1078033,"(42.3722992, -71.1078033)"
1500000375,02/26/2015 10:48:00 PM,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,170,ALBANY STREET,,170 ALBANY STREET,42.3595009,-71.098999000000006,"(42.3595009, -71.098999)"
1500000376,02/27/2015 11:24:00 AM,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,,PUTNAM AVE,SURREY STREET,PUTNAM AVE & SURREY STREET,42.368698100000003,-71.113502499999896,"(42.3686981, -71.1135025)"
1500000377,02/27/2015 01:16:00 PM,Friday,PASSENGER CAR,,,PUTNAM AVE,FRANKLIN ST,PUTNAM AVE & FRANKLIN ST,42.368598900000002,-71.113502499999896,"(42.3685989, -71.1135025)"
1500000378,02/27/2015 02:04:00 PM,Friday,PASSENGER CAR,,,FULKERSON STREET,,,,,
1500000379,02/27/2015 04:49:00 PM,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,MASS AV,VASSAR ST,MASS AV & VASSAR ST,42.360199000000001,-71.094902000000005,"(42.360199, -71.094902)"
1500000381,02/27/2015 08:00:00 PM,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",100,CAMBRIDGE SIDE PL.,,100 CAMBRIDGE SIDE PL.,42.367099799999899,-71.076599099999896,"(42.3670998, -71.0765991)"
1500000380,02/27/2015 08:27:00 PM,Friday,PASSENGER CAR,PASSENGER CAR,,MASSACHUSETTS AVENUE,CHAUNCY STREET,MASSACHUSETTS AVENUE & CHAUNCY STREET,42.380001100000001,-71.119903600000001,"(42.3800011, -71.1199036)"
1500000382,02/28/2015 06:44:00 AM,Saturday,OTHER,,116,NORFOLK STREET,,116 NORFOLK STREET,42.3666991999999,-71.100303600000004,"(42.3666992, -71.1003036)"
1500000383,02/28/2015 07:19:00 PM,Saturday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",60,OXFORD ST.,,60 OXFORD ST.,42.380699200000002,-71.116401699999898,"(42.3806992, -71.1164017)"
1500000384,02/28/2015 07:42:00 PM,Saturday,PASSENGER CAR,,1,EXETER ST.,,1 EXETER ST.,42.384799999999899,-71.119399999999899,"(42.3848, -71.1194)"
1500000385,03/01/2015 01:51:00 PM,Sunday,,,15,MT VERNON ST,,15 MT VERNON ST,42.387401599999897,-71.119300800000005,"(42.3874016, -71.1193008)"
1500000386,03/01/2015 03:00:00 PM,Sunday,PASSENGER CAR,PASSENGER CAR,,MASS AVE,BEECH ST,MASS AVE & BEECH ST,42.390300799999899,-71.121002200000007,"(42.3903008, -71.1210022)"
1500000388,03/01/2015 03:33:00 PM,Sunday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",266,MASSACHUSETTS AVENUE,,266 MASSACHUSETTS AVENUE,42.361900300000002,-71.0979004,"(42.3619003, -71.0979004)"
1500000389,03/01/2015 04:54:00 PM,Sunday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,184,THORNDIKE ST,,184 THORNDIKE ST,42.370498699999899,-71.086700399999899,"(42.3704987, -71.0867004)"
1500000392,03/01/2015 10:45:00 PM,Sunday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,169,VASSAR ST,,169 VASSAR ST,42.3578987,-71.099502599999894,"(42.3578987, -71.0995026)"
1500000390,03/01/2015 11:10:00 PM,Sunday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,WATER ST,,WATER ST,,,
1500000391,03/01/2015 11:56:00 PM,Sunday,PASSENGER CAR,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",65,ALLSTON,,65 ALLSTON,42.357498200000002,-71.106201200000001,"(42.3574982, -71.1062012)"
1500000395,03/02/2015 12:30:00 AM,Monday,PASSENGER CAR,,,MASS AVE,,MASS AVE,,,
1500000393,03/02/2015 04:08:00 AM,Monday,PASSENGER CAR,TRUCK TRAILER,290,MAIN ST,,290 MAIN ST,42.362400100000002,-71.085899400000002,"(42.3624001, -71.0858994)"
1500000394,03/02/2015 08:30:00 AM,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,VANDINE ST,,VANDINE ST,,,
1500000396,03/02/2015 12:32:00 PM,Monday,PASSENGER CAR,,72,PORTER ST,,72 PORTER ST,42.373699199999898,-71.090301499999896,"(42.3736992, -71.0903015)"
1500000398,03/02/2015 03:19:00 PM,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,1,FAYETTE ST,,1 FAYETTE ST,42.370800000000003,-71.104698200000001,"(42.3708, -71.1046982)"
1500000400,03/02/2015 05:00:00 PM,Monday,PASSENGER CAR,,62/64,PORTER RD,,62/64 PORTER RD,42.389400500000001,-71.121498099999897,"(42.3894005, -71.1214981)"
1500000399,03/02/2015 06:29:00 PM,Monday,PASSENGER CAR,,,WHEELER STREET,,WHEELER STREET,,,
1500000465,03/02/2015 11:32:00 PM,Monday,PASSENGER CAR,,20,HOLMES STREET,,20 HOLMES STREET,42.377601599999899,-71.149902299999894,"(42.3776016, -71.1499023)"
1500000402,03/03/2015 04:25:00 PM,Tuesday,PASSENGER CAR,PASSENGER CAR,,MASS AVE,WALDEN STREET,MASS AVE & WALDEN STREET,42.391399399999898,-71.123298599999899,"(42.3913994, -71.1232986)"
1500000403,03/03/2015 04:52:00 PM,Tuesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",20,BELMONT STREET,,20 BELMONT STREET,,,
1500000404,03/03/2015 05:07:00 PM,Tuesday,PASSENGER CAR,,955,MASSACHUSETTS AVE,,955 MASSACHUSETTS AVE,42.368999500000001,-71.110198999999895,"(42.3689995, -71.110199)"
1500000405,03/03/2015 07:28:00 PM,Tuesday,PASSENGER CAR,,74-76,PLYMOUTH STREET,,74-76 PLYMOUTH STREET,42.3689003,-71.094100999999895,"(42.3689003, -71.094101)"
1500000406,03/04/2015 08:25:00 AM,Wednesday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,BROADWAY,HANCOCK ST.,BROADWAY & HANCOCK ST.,42.371299700000002,-71.106102000000007,"(42.3712997, -71.106102)"
1500000407,03/04/2015 09:56:00 AM,Wednesday,PASSENGER CAR,,60,REED STREET,,60 REED STREET,42.395099600000002,-71.132103000000001,"(42.3950996, -71.132103)"
1500000408,03/04/2015 11:58:00 AM,Wednesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,19,MURDOCK STREET,,19 MURDOCK STREET,42.370899199999897,-71.099197399999895,"(42.3708992, -71.0991974)"
1500000409,03/04/2015 04:29:00 PM,Wednesday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",60,OXFORD STREET,,60 OXFORD STREET,42.380699200000002,-71.116401699999898,"(42.3806992, -71.1164017)"
1500000410,03/04/2015 10:13:00 PM,Wednesday,PASSENGER CAR,,206,FRANKLIN STREET,,206 FRANKLIN STREET,42.363601699999897,-71.103698699999896,"(42.3636017, -71.1036987)"
1500000411,03/05/2015 02:56:00 PM,Thursday,PASSENGER CAR,PASSENGER CAR,,HAMPSHIRE ST,CAMBRIDGE ST,HAMPSHIRE ST & CAMBRIDGE ST,42.373699199999898,-71.100799600000002,"(42.3736992, -71.1007996)"
1500000412,03/06/2015 07:30:00 AM,Friday,PASSENGER CAR,,,WHITNEY ST,,WHITNEY ST,,,
1500000413,03/06/2015 10:50:00 AM,Friday,PASSENGER CAR,,,MASS AVE,,MASS AVE,,,
1500000414,03/06/2015 08:02:00 PM,Friday,PASSENGER CAR,PASSENGER CAR,10,ELIOT STREET,,10 ELIOT STREET,42.372501399999898,-71.121696499999899,"(42.3725014, -71.1216965)"
1500000415,03/07/2015 02:15:00 AM,Saturday,PASSENGER CAR,PASSENGER CAR,,MASSCHUSETTS AVE,WATERHOUSE STREET,MASSCHUSETTS AVE & WATERHOUSE STREET,42.377899200000002,-71.120597799999899,"(42.3778992, -71.1205978)"
1500000416,03/07/2015 06:40:00 AM,Saturday,TRACTOR / SEMI-TRIALER,,,BISHOP ALLEN DRIVE NEAR ESSEX STREET,,,,,
1500000417,03/07/2015 02:07:00 PM,Saturday,PASSENGER CAR,OTHER,57,CEDAR ST,,57 CEDAR ST,42.394199399999899,-71.130798299999896,"(42.3941994, -71.1307983)"
1500000418,03/07/2015 03:44:00 PM,Saturday,SINGLE UNIT TRUCK (3 0R MORE AXLES),PASSENGER CAR,,CAMBRIDGE STREET,BROADWAY,CAMBRIDGE STREET & BROADWAY,42.3755989,-71.115699800000002,"(42.3755989, -71.1156998)"
1500000419,03/07/2015 04:38:00 PM,Saturday,PASSENGER CAR,,32,OXFORD ST,,32 OXFORD ST,42.379100800000003,-71.116600000000005,"(42.3791008, -71.1166)"
