"","artist","genre","museums","born","firstName","nationality","medium","century"
"2370","Adolf Schreyer","Academic","Art Institute of Chicago, Metropolitan Museum of Art, Musée d'Orsay, Museum of Fine Arts, Smithsonian American Art Museum, Crocker Art Museum, Currier Gallery of Art, Dahesh Museum, Frye Art Museum, Joslyn Art Museum, Mildred Lane Kemper Art Museum, Philadelphia Museum of Art, Phoenix Art Museum, Princeton University Art Museum, The Walters Art Museum, UK National Inventory of Continental European Paintings (NICE)",1828,"Adolf","German","Painter",18
"2371","Georg Schrimpf","Expressionist","Museum of Modern Art, National Gallery of Art, Kunstmuseum Basel, Lenbach House, Lenbach House, Los Angeles County Museum of Art, North Carolina Museum of Art, Scheringa Museum voor Realisme, Von der Heydt-Museum",1889,"Georg","German","Painter",18
"2372","Daniel Schultz","Baroque Era","Hermitage Museum, Wawel Royal Castle",1615,"Daniel","Polish","Painter",16
"2373","Jacob van Schuppen","Baroque Era","Kunsthistorisches Museum Databank, Rijksmuseum, Akademie der Bildenden Künst, National Museums Liverpool, Joconde Database of French Museum Collections",1670,"Jacob","Austrian","Painter",16
"2374","Claude-Emile Schuffenecker","Post-Impressionist","Art Institute of Chicago, Fine Arts Museums of San Francisco, Louvre Museum Graphic Art Database, Musée d'Orsay, National Gallery of Art, Tate Gallery, Cleveland Museum of Art, Harvard University Art Museums, Hirshhorn Museum and Sculpture Garden, Indianapolis Museum of Art, Johnson Museum of Art at Cornell University, MacKenzie Art Gallery, Musée des Beaux-Arts de Quimper, Musée des Beaux-Arts de Rennes, Musée Maurice Denis, New Art Gallery, Statens Museum for Kunst (National Gallery of Denmark), Wallraf-Richartz-Museum",1851,"Claude-Emile","French","Painter",18
"2375","Carlos Schwabe","Symbolist","Art Institute of Chicago, Louvre Museum Graphic Art Database, Musée d'Orsay, Museum of Modern Art, National Gallery of Art, Swiss Institute for Art Research (SIKART)",1877,"Carlos","German","Painter",18
"2376","Moritz Von Schwind","Romantic","Art Institute of Chicago, Fine Arts Museums of San Francisco, Metropolitan Museum of Art, National Gallery of Art, Neue Pinakothek, Ackland Art Museum at the University of North Carolina, Cleveland Museum of Art, Harvard University Art Museums, Kunstmuseum Basel, Österreichische Galerie Belvedere, Philadelphia Museum of Art, Schleswig-Holstein Museums, The Albertina Graphic Art Databank, Von der Heydt-Museum",1804,"Moritz","Austrian","Painter",18
"2377","Kurt Schwitters","Dadaist","Art Institute of Chicago, Fine Arts Museums of San Francisco, Guggenheim Museum, Museum of Modern Art, National Galleries of Scotland, National Gallery of Art, Norton Simon Museum, Peggy Guggenheim Collection, San Francisco Museum of Modern Art, Tate Gallery, Yale University Art Gallery, Yale University Art Gallery, Allen Art Museum at Oberlin College, Art Gallery of New South Wales, Cleveland Museum of Art, Hammer Museum, Harvard University Art Museums, Kröller-Müller Museum, Kunsthaus Zug, Kunstmuseum Basel, Los Angeles County Museum of Art, Modern Art Museum of Fort Worth, Museum of Modern Art, Philadelphia Museum of Art, Reina Sofía National Museum, Seattle Art Museum, Sprengel Museum, Thyssen-Bornemisza Museum, University of Iowa Museum of Art",1887,"Kurt","German","Painter",18
"2378","Jan van Scorel","Northern Renaissance","Art Institute of Chicago, Birmingham Museums & Art Gallery, Dallas Museum of Art, Detroit Institute of Arts, J. Paul Getty Museum, Kunsthistorisches Museum, Kunsthistorisches Museum Databank, Liechtenstein Museum, Metropolitan Museum of Art, Museum of Fine Arts, National Gallery of Art, Prado Museum Database, Rijksmuseum, Bob Jones University Museum & Gallery, Centraal Museum, Centraal Museum, Centraal Museum Database, Frans Hals Museum, Frans Hals Museum, Galleria Doria Pamphilj, Harvard University Art Museums, Indianapolis Museum of Art, Musee d'art de Joliette, Philadelphia Museum of Art, Princeton University Art Museum, Statens Museum for Kunst (National Gallery of Denmark), The British Museum, The Walters Art Museum, Thyssen-Bornemisza Museum, Art Fund for UK Museums, Flemish Art Collection Database",1495,"Jan","Netherlandish","Painter",14
"2379","Sinibaldo Scorza","Baroque Era","J. Paul Getty Museum, Louvre Museum Graphic Art Database, National Galleries of Scotland, Courtauld Institute of Art, Palazzo Rosso, try this page instead, Royal Museums of Fine Arts of Belgium Catalogue, State Museums of Florence Digital Archive, Teylers Museum",1589,"Sinibaldo","Italian","Painter",15
"2380","William Scott","Abstract Expressionist","Art Institute of Chicago, Birmingham Museums & Art Gallery, National Galleries of Scotland, Royal Academy of Arts Collection, Smithsonian American Art Museum, Tate Gallery, Beaverbrook Art Gallery, Brighton & Hove Museums, Cleveland Museum of Art, Dublin City Gallery | The Hugh Lane, Five College Museums Collections Database, Hirshhorn Museum and Sculpture Garden, Indianapolis Museum of Art, Minneapolis Institute of Arts, Pallant House Gallery, Southampton City Art Gallery, Art Fund for UK Museums",1913,"William","British","Painter",19
"2381","Sebastiano del Piombo","Mannerist","Art Institute of Chicago, Fitzwilliam Museum at the University of Cambridge, Hermitage Museum, J. Paul Getty Museum, Kress Foundation Collection, Kunsthistorisches Museum Databank, Louvre Museum, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Metropolitan Museum of Art, Museum of Fine Arts, National Gallery, National Gallery of Art, Prado Museum Database, The Royal Collection, Blanton Museum of Art at the University of Texas, Drawings from the Biblioteca Ambrosiana, Harvard University Art Museums, Kimbell Art Museum, Museu Nacional d'Art de Catalunya, Pinacoteca Civica Francesco Podesti, San Diego Museum of Art, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), The Faringdon Collection at Buscot Park, Thyssen-Bornemisza Museum, Villa del Principe, Palazzo di Andrea Doria, Virtual Uffizi, Art Fund for UK Museums, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE)",1485,"Sebastiano","Italian","Painter",14
"2382","Diana Scultori","Mannerist","Fine Arts Museums of San Francisco, Metropolitan Museum of Art, National Gallery of Art, Harvard University Art Museums, Hunterian Museum and Art Gallery, Los Angeles County Museum of Art, Minneapolis Institute of Arts, Philadelphia Museum of Art, Teylers Museum",1547,"Diana","Italian","Engraver",15
"2383","Second Gouda Woodcutter","Northern Renaissance","Unknown",1482,"Second","Netherlandish","Painter",14
"2384","Thomas Seddon","Pre-Raphaelite","Tate Gallery, Ashmolean Museum at the University of Oxford",1821,"Thomas","English","Painter",18
"2385","George Segal","Pop","Art Institute of Chicago, Fine Arts Museums of San Francisco, Guggenheim Museum, Museum of Modern Art, National Gallery of Art, National Gallery of Canada, San Francisco Museum of Modern Art, Smithsonian American Art Museum, Ackland Art Museum at the University of North Carolina, Addison Gallery of American Art, Akron Art Museum, Brooklyn Museum, Brooklyn Museum/Luce Center for American Art, Centre Pompidou, Cleveland Museum of Art, Fukuoka Art Museum, Fundación Proa, Grounds For Sculpture, Hirshhorn Museum and Sculpture Garden, Indianapolis Museum of Art, Joslyn Art Museum, Kunsthalle Mannheim, Martin Z. Margulies Sculpture Park at Florida International University, Meijer Gardens and Sculpture Park, Miami Art Museum, Mildred Lane Kemper Art Museum, Modern Art Museum of Fort Worth, Museum of Contemporary Art, Museum of Contemporary Art, Nasher Sculpture Center, Oklahoma City Museum of Art, Philadelphia Museum of Art, Princeton University Art Museum, Pulitzer Foundation for the Arts, Royal Museums of Fine Arts of Belgium, Royal Museums of Fine Arts of Belgium Catalogue, Seavest Collection of Contemporary American Realism, The Newark Museum, University of Iowa Museum of Art, Von der Heydt-Museum, Walker Art Center, Smithsonian American Art Museum National Art Inventories",1924,"George","American","Sculptor",19
"2386","Giovanni Segantini","Pointillist","Fine Arts Museums of San Francisco, Hermitage Museum, Musée d'Orsay, National Gallery of Art, Rijksmuseum, Segantini Museum, Aberdeen Art Gallery and Museums, Cleveland Museum of Art, Dublin City Gallery | The Hugh Lane, Galleria Nazionale d'Arte Moderna e Contemporanea, Gallerie di Palazzo Leoni Montanari, Harvard University Art Museums, Kunsthaus Zurich, Kunstmuseum Basel, Musée des Beaux-Arts de Rouen, Museo d'Arte della Città di Ravenna, Museo di Arte Moderna e Contemporanea, National Museum of Western Art, National Museums Liverpool, National Museums Liverpool, Österreichische Galerie Belvedere, Royal Museums of Fine Arts of Belgium Catalogue, The Albertina Graphic Art Databank, UK National Inventory of Continental European Paintings (NICE)",1858,"Giovanni","Italian","Painter",18
"2387","Daniel Seghers","Baroque Era","Fitzwilliam Museum at the University of Cambridge, Hermitage Museum, Kunsthistorisches Museum Databank, Louvre Museum Database, Mauritshuis Royal Picture Gallery, Prado Museum Database, The Royal Collection, Vatican Museums, Dulwich Picture Gallery, Museo de Bellas Artes de Valencia, Museo Diocesano di Milan, National Museum of Western Art, Philadelphia Museum of Art, Royal Museums of Fine Arts of Belgium Catalogue, San Diego Museum of Art, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), Flemish Art Collection Database, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE)",1590,"Daniel","Flemish","Painter",15
"2388","Gérard Seghers","Baroque Era","Fine Arts Museums of San Francisco, Hermitage Museum, Kunsthistorisches Museum Databank, Louvre Museum Database, Louvre Museum Graphic Art Database, National Gallery of Art, Rijksmuseum, Irkutsk Regional Art Museum, Narodna Galerija (National Gallery), North Carolina Museum of Art, Statens Museum for Kunst (National Gallery of Denmark), Teylers Museum, The Walters Art Museum, Valtion Taidemuseo (Finnish National Gallery), Valtion Taidemuseo (Finnish National Gallery), Flemish Art Collection Database, Joconde Database of French Museum Collections",1591,"Gérard","Flemish","Painter",15
"2389","Hercules Seghers","Baroque Era","Art Institute of Chicago, Fine Arts Museums of San Francisco, Hermitage Museum, Kunsthistorisches Museum Databank, Louvre Museum Graphic Art Database, Mauritshuis Royal Picture Gallery, Mauritshuis Royal Picture Gallery, National Gallery of Art, Rijksmuseum, Allen Art Museum at Oberlin College, Cincinnati Art Museum, Cleveland Museum of Art, Museum Bredius, State Museums of Florence Digital Archive, The British Museum, Thyssen-Bornemisza Museum, Virtual Uffizi",1590,"Hercules","Dutch","Painter",15
"2390","Segna di Buonaventure","Gothic Era","Kress Foundation Collection, Metropolitan Museum of Art, Metropolitan Museum of Art , National Gallery, Minneapolis Institute of Arts, North Carolina Museum of Art",1298,"Segna","Italian","Painter",12
"2391","Paul Seignac","Realist","Museum of the National Academy of Design, The Essence of Line: French Drawings from Ingres to Degas, The Walters Art Museum",1826,"Paul","French","Painter",18
"2392","Alexandre Séon","Symbolist","Musée d'Orsay, Dahesh Museum, Joconde Database of French Museum Collections",1855,"Alexandre","French","Painter",18
"2393","Johan Tobias Sergel","Neoclassical","Louvre Museum, Louvre Museum, Louvre Museum Database, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Prado Museum Database, Statens Museum for Kunst (National Gallery of Denmark), Valtion Taidemuseo (Finnish National Gallery)",1740,"Johan","German","Sculptor",17
"2394","Giovanni Serodine","Baroque Era","Louvre Museum Database, Metropolitan Museum of Art, National Galleries of Scotland, National Gallery of Art, Prado Museum Database, Rijksmuseum, Drawings from the Biblioteca Ambrosiana, National Gallery of Australia, Pinacoteca Cantonale Giovanni Zust, Strossmayer's Old Master Gallery",1600,"Giovanni","Italian","Painter",16
"2395","Giacomo Serpotta","Rococo Era","Courtauld Institute of Art",1656,"Giacomo","Italian","Sculptor",16
"2396","Richard Serra","Minimalist","Art Institute of Chicago, Colby College Museum of Art, Colby College Museum of Art, Colby College Museum of Art, Dallas Museum of Art, Fine Arts Museums of San Francisco, Guggenheim Bilbao, Guggenheim Museum, Metropolitan Museum of Art, Museum of Fine Arts, Museum of Modern Art, National Gallery of Art, National Gallery of Australia, National Gallery of Australia, Norton Simon Museum, San Francisco Museum of Modern Art, Smithsonian American Art Museum, Tate Gallery, Whitney Museum of American Art, Whitney Museum of American Art, Yale University Art Gallery, Addison Gallery of American Art, Albright-Knox Art Gallery, Allen Art Museum at Oberlin College, Bilbao Fine Arts Museum, Bonnefanten Museum, Broad Art Foundation, Cleveland Museum of Art, De Pont Foundation for Contemporary Art, Harvard University Art Museums, Hirshhorn Museum and Sculpture Garden, Indianapolis Museum of Art, Kröller-Müller Museum, Kunstmuseum Basel, Los Angeles County Museum of Art, Malmö Konsthall, Malmö Konsthall, Martin Z. Margulies Sculpture Park at Florida International University, Mildred Lane Kemper Art Museum, Modern Art Museum of Fort Worth, Museum of Contemporary Art, Nasher Sculpture Center, National Gallery of Art, Philadelphia Museum of Art, Phoenix Art Museum, Princeton University Art Museum, Pulitzer Foundation for the Arts, Pulitzer Foundation for the Arts, Pulitzer Foundation for the Arts, Pulitzer Foundation for the Arts, Reina Sofía National Museum, Seattle Art Museum, Sheldon Museum of Art, Smart Museum of Art at the University of Chicago, Stedelijk Museum of Modern Art, Storm King Art Center, Walker Art Center, Smithsonian American Art Museum National Art Inventories",1939,"Richard","American","Sculptor",19
