"","season","stage","country","league","home_team_long","away_team_long","result","entropy"
"333","2008/2009",5,"England","England Premier League","West Ham","Newcastle United","H",1.53913129487272
"334","2008/2009",5,"England","England Premier League","Manchester City","Portsmouth","H",1.53079854242527
"335","2008/2009",5,"England","England Premier League","Blackburn","Fulham","H",1.54153137752197
"336","2008/2009",5,"England","England Premier League","Bolton","Arsenal","A",1.3202139799401
"337","2008/2009",5,"England","England Premier League","West Bromwich Albion","Aston Villa","A",1.55950721641404
"338","2008/2009",5,"England","England Premier League","Hull","Everton","D",1.56022971013303
"339","2008/2009",5,"England","England Premier League","Chelsea","Manchester United","D",1.55991234039979
"340","2008/2009",6,"England","England Premier League","Manchester United","Bolton","H",0.994221945121052
"341","2008/2009",6,"England","England Premier League","Arsenal","Hull","A",0.964868022941678
"342","2008/2009",6,"England","England Premier League","Aston Villa","Sunderland","H",1.38860436530096
"343","2008/2009",6,"England","England Premier League","Everton","Liverpool","A",1.54160635182622
"344","2008/2009",6,"England","England Premier League","Middlesbrough","West Bromwich Albion","A",1.45398696756157
"345","2008/2009",6,"England","England Premier League","Newcastle United","Blackburn","A",1.5692120708668
"346","2008/2009",6,"England","England Premier League","Fulham","West Ham","A",1.56609292678847
"347","2008/2009",6,"England","England Premier League","Portsmouth","Tottenham","H",1.57185221583906
"348","2008/2009",6,"England","England Premier League","Stoke","Chelsea","A",1.13272331379144
"349","2008/2009",6,"England","England Premier League","Wigan","Manchester City","H",1.56279663110333
"350","2008/2009",7,"England","England Premier League","Sunderland","Arsenal","D",1.31016631361032
"351","2008/2009",7,"England","England Premier League","Tottenham","Hull","A",1.43821040736306
"352","2008/2009",7,"England","England Premier League","West Ham","Bolton","A",1.47657293056816
"353","2008/2009",7,"England","England Premier League","Everton","Newcastle United","D",1.45547841441403
"354","2008/2009",7,"England","England Premier League","Manchester City","Liverpool","A",1.55696992861575
"355","2008/2009",7,"England","England Premier League","Blackburn","Manchester United","A",1.31956961432307
"356","2008/2009",7,"England","England Premier League","West Bromwich Albion","Fulham","H",1.56374405049691
"357","2008/2009",7,"England","England Premier League","Portsmouth","Stoke","H",1.40957399519542
"358","2008/2009",7,"England","England Premier League","Wigan","Middlesbrough","A",1.54404542575611
"359","2008/2009",7,"England","England Premier League","Chelsea","Aston Villa","H",1.29140831678257
"360","2008/2009",8,"England","England Premier League","Manchester United","West Bromwich Albion","H",0.957359516240013
"361","2008/2009",8,"England","England Premier League","Arsenal","Everton","H",1.192279825896
"362","2008/2009",8,"England","England Premier League","Liverpool","Wigan","H",1.18421654226604
"363","2008/2009",8,"England","England Premier League","Aston Villa","Portsmouth","D",1.48074264096482
"364","2008/2009",8,"England","England Premier League","Middlesbrough","Chelsea","A",1.30241390433589
"365","2008/2009",8,"England","England Premier League","Newcastle United","Manchester City","D",1.56591674264602
"366","2008/2009",8,"England","England Premier League","Fulham","Sunderland","D",1.56331544693088
"367","2008/2009",8,"England","England Premier League","Bolton","Blackburn","D",1.57106463197366
"368","2008/2009",8,"England","England Premier League","Hull","West Ham","H",1.56702245465408
"369","2008/2009",8,"England","England Premier League","Stoke","Tottenham","H",1.55621125297469
"370","2008/2009",9,"England","England Premier League","Sunderland","Newcastle United","H",1.55995148155764
"371","2008/2009",9,"England","England Premier League","Tottenham","Bolton","H",1.51802439911349
"372","2008/2009",9,"England","England Premier League","West Ham","Arsenal","A",1.32613935275366
"373","2008/2009",9,"England","England Premier League","Everton","Manchester United","D",1.27550869710579
"374","2008/2009",9,"England","England Premier League","Manchester City","Stoke","H",1.29044400081555
"375","2008/2009",9,"England","England Premier League","Blackburn","Middlesbrough","D",1.53385564488302
"376","2008/2009",9,"England","England Premier League","West Bromwich Albion","Hull","A",1.56357886583905
"377","2008/2009",9,"England","England Premier League","Portsmouth","Fulham","D",1.46776228837394
"378","2008/2009",9,"England","England Premier League","Wigan","Aston Villa","A",1.57131494581141
"379","2008/2009",9,"England","England Premier League","Chelsea","Liverpool","A",1.50132435894988
"380","2009/2010",1,"England","England Premier League","Manchester United","Birmingham","H",0.953641796362821
"381","2009/2010",1,"England","England Premier League","Tottenham","Liverpool","H",1.5578518897765
"382","2009/2010",1,"England","England Premier League","Everton","Arsenal","A",1.56062162120062
"383","2009/2010",1,"England","England Premier League","Wolverhampton Wanderers","West Ham","A",1.57016689030828
"384","2009/2010",1,"England","England Premier League","Blackburn","Manchester City","A",1.54968760561731
"385","2009/2010",1,"England","England Premier League","Bolton","Sunderland","A",1.5634180897822
"386","2009/2010",1,"England","England Premier League","Portsmouth","Fulham","A",1.5702799474796
"387","2009/2010",1,"England","England Premier League","Stoke","Burnley","H",1.51306386735955
"388","2009/2010",1,"England","England Premier League","Chelsea","Hull","H",0.926240677073087
"389","2009/2010",10,"England","England Premier League","Burnley","Wigan","A",1.56949104840208
"390","2009/2010",10,"England","England Premier League","Chelsea","Blackburn","H",0.950730960729514
"391","2009/2010",10,"England","England Premier League","Bolton","Everton","H",1.56991179860706
"392","2009/2010",10,"England","England Premier League","Birmingham","Sunderland","H",1.56774778625165
"393","2009/2010",10,"England","England Premier League","Tottenham","Stoke","A",1.27247255813934
"394","2009/2010",10,"England","England Premier League","West Ham","Arsenal","D",1.24046356212434
"395","2009/2010",10,"England","England Premier League","Wolverhampton Wanderers","Aston Villa","D",1.54453243713212
"396","2009/2010",10,"England","England Premier League","Hull","Portsmouth","D",1.56950012934414
"397","2009/2010",10,"England","England Premier League","Liverpool","Manchester United","H",1.56884863705862
"398","2009/2010",10,"England","England Premier League","Manchester City","Fulham","D",1.26031547230823
"399","2009/2010",11,"England","England Premier League","Portsmouth","Wigan","H",1.56796725470445
"400","2009/2010",11,"England","England Premier League","Manchester United","Blackburn","H",0.894657473411949
"401","2009/2010",11,"England","England Premier League","Fulham","Liverpool","H",1.42316086922262
"402","2009/2010",11,"England","England Premier League","Everton","Aston Villa","D",1.56837984267398
"403","2009/2010",11,"England","England Premier League","Burnley","Hull","H",1.50974104749255
"404","2009/2010",11,"England","England Premier League","Bolton","Chelsea","A",1.2025162663566
"405","2009/2010",11,"England","England Premier League","Birmingham","Manchester City","D",1.4144348565328
"406","2009/2010",11,"England","England Premier League","Arsenal","Tottenham","H",1.37661526892651
"407","2009/2010",11,"England","England Premier League","Stoke","Wolverhampton Wanderers","D",1.50614902563114
"408","2009/2010",11,"England","England Premier League","Sunderland","West Ham","D",1.51289851054319
"409","2009/2010",12,"England","England Premier League","Wigan","Fulham","D",1.56522634616712
"410","2009/2010",12,"England","England Premier League","Hull","Stoke","H",1.56901031113404
"411","2009/2010",12,"England","England Premier League","Wolverhampton Wanderers","Arsenal","A",1.17014347650522
"412","2009/2010",12,"England","England Premier League","West Ham","Everton","A",1.56943620883329
"413","2009/2010",12,"England","England Premier League","Tottenham","Sunderland","H",1.36360336210612
"414","2009/2010",12,"England","England Premier League","Manchester City","Burnley","D",1.16158525535338
"415","2009/2010",12,"England","England Premier League","Liverpool","Birmingham","D",1.14455763855229
"416","2009/2010",12,"England","England Premier League","Aston Villa","Bolton","H",1.45741385575187
"417","2009/2010",12,"England","England Premier League","Blackburn","Portsmouth","H",1.54318803769583
"418","2009/2010",12,"England","England Premier League","Chelsea","Manchester United","H",1.53451948866311
"419","2009/2010",13,"England","England Premier League","Birmingham","Fulham","H",1.56951770526149
"420","2009/2010",13,"England","England Premier League","Sunderland","Arsenal","H",1.31827467324359
"421","2009/2010",13,"England","England Premier League","Stoke","Portsmouth","H",1.54642874141558
"422","2009/2010",13,"England","England Premier League","Burnley","Aston Villa","D",1.55325788515442
"423","2009/2010",13,"England","England Premier League","Chelsea","Wolverhampton Wanderers","H",0.876062386703364
"424","2009/2010",13,"England","England Premier League","Hull","West Ham","D",1.56976758664114
"425","2009/2010",13,"England","England Premier League","Liverpool","Manchester City","D",1.50319408309527
"426","2009/2010",13,"England","England Premier League","Manchester United","Everton","H",1.20338067616707
"427","2009/2010",13,"England","England Premier League","Tottenham","Wigan","H",1.27127459500422
"428","2009/2010",13,"England","England Premier League","Bolton","Blackburn","A",1.56219511001558
"429","2009/2010",14,"England","England Premier League","Portsmouth","Manchester United","A",1.14756859123767
"430","2009/2010",14,"England","England Premier League","West Ham","Burnley","H",1.47984513054237
"431","2009/2010",14,"England","England Premier League","Wolverhampton Wanderers","Birmingham","A",1.57018530408936
"432","2009/2010",14,"England","England Premier League","Manchester City","Hull","D",1.07022864562415
"433","2009/2010",14,"England","England Premier League","Fulham","Bolton","D",1.49983501655104
"434","2009/2010",14,"England","England Premier League","Everton","Liverpool","A",1.54660885251402
"435","2009/2010",14,"England","England Premier League","Blackburn","Stoke","D",1.50688219161532
"436","2009/2010",14,"England","England Premier League","Aston Villa","Tottenham","D",1.56784786192267
"437","2009/2010",14,"England","England Premier League","Arsenal","Chelsea","A",1.57116271556843
"438","2009/2010",14,"England","England Premier League","Wigan","Sunderland","H",1.56825088450945
"439","2009/2010",15,"England","England Premier League","Portsmouth","Burnley","H",1.49163640322397
"440","2009/2010",15,"England","England Premier League","West Ham","Manchester United","A",1.22169420986652
"441","2009/2010",15,"England","England Premier League","Wigan","Birmingham","A",1.54676603657528
"442","2009/2010",15,"England","England Premier League","Wolverhampton Wanderers","Bolton","H",1.57150815865101
