"","PUMA","Year","X","VAL","HINCP","HHT_MDC","HHT_OF","HHT_NFLA","HHT_NFNLA","SEX_M","SEX_F","RACE_W","RACE_B","RACE_AI","RACE_AN","RACE_AIAN","RACE_A","RACE_PI","RACE_O","RACE_2M","EDU_NO","EDU_NOHS","EDU_HS","EDU_ALT","EDU_SC","EDU_AD","EDU_BD","EDU_MD","EDU_PD","EDU_DD","AGEP","PINCP","EDU_NONE","EDU_HSDIP","EDU_HIED"
"513","03810",2008,36,67,75,8,5,19,39,34,36,30,2,0,0,0,NA,NA,2,15,21,4,9,3,18,10,69,58,44,54,77,85,5,11,63
"514","03901",2008,36,32,61,15,9,6,3,43,40,40,1,0,0,0,NA,NA,2,7,20,11,36,25,41,30,29,25,9,2,78,47,11,38,30
"515","03902",2008,36,30,53,12,11,6,9,35,38,32,2,4,0,0,NA,NA,3,7,25,10,31,17,32,26,24,26,12,8,85,38,11,31,27
"516","03903",2008,36,27,43,12,20,10,10,46,49,30,18,3,0,0,NA,NA,15,27,47,15,36,34,41,28,34,23,10,8,77,32,16,38,31
"517","04001",2008,36,47,28,7,14,9,29,33,39,31,4,0,0,5,NA,NA,10,10,50,13,18,20,22,14,35,23,7,9,69,28,15,20,29
"518","04002",2008,36,33,24,4,18,6,8,25,28,9,14,0,0,0,NA,NA,45,13,30,12,16,18,21,14,11,6,2,0,71,18,13,19,11
"519","04003",2008,36,40,27,5,25,8,7,29,36,6,42,1,0,25,NA,NA,18,17,34,13,21,23,27,17,17,12,4,1,69,24,14,24,16
"520","04004",2008,36,40,43,5,13,13,23,29,32,16,20,0,33,5,NA,NA,7,23,22,6,11,15,23,12,40,40,28,16,77,46,7,16,39
"521","04005",2008,36,60,60,8,7,11,27,28,31,23,5,1,0,5,NA,NA,9,15,26,6,6,12,16,8,47,49,28,28,77,65,7,10,45
"522","04006",2008,36,40,28,4,22,10,13,26,32,6,38,3,0,0,NA,NA,10,17,37,10,19,11,24,16,20,19,9,8,77,26,11,20,21
"523","04007",2008,36,28,19,3,24,7,4,22,31,1,42,1,0,15,NA,NA,16,7,20,13,16,25,22,12,8,5,0,4,69,21,13,20,8
"524","04008",2008,36,28,23,5,24,7,3,30,37,10,36,1,0,0,NA,NA,17,13,40,14,26,23,26,14,14,6,1,1,72,19,16,27,12
"525","04009",2008,37,33,44,13,29,8,5,46,57,19,58,1,0,5,NA,NA,7,9,47,16,33,37,50,46,35,28,8,12,80,37,17,40,37
"526","04010",2008,37,30,30,7,22,7,4,29,38,1,59,0,0,5,NA,NA,5,19,25,11,27,29,33,25,18,11,1,5,79,31,12,30,18
"527","04011",2008,37,37,25,5,15,7,8,23,28,5,38,1,0,10,NA,NA,3,3,23,8,17,18,27,19,14,14,3,2,76,28,9,21,16
"528","04012",2008,37,40,31,9,15,7,11,37,37,18,4,3,0,50,NA,NA,24,20,70,15,20,24,21,14,23,16,9,26,74,25,18,21,22
"529","04013",2008,37,43,39,11,10,12,14,35,37,29,1,0,0,0,NA,NA,4,7,33,8,25,18,28,27,37,33,15,18,89,39,9,26,37
"530","04014",2008,37,47,28,13,9,7,8,47,46,39,2,3,0,0,NA,NA,8,13,61,18,34,17,32,20,24,20,5,8,69,19,20,32,23
"531","04015",2008,37,40,30,10,16,10,8,38,40,23,22,7,0,5,NA,NA,8,15,43,13,24,23,31,20,29,29,16,14,78,26,14,27,30
"532","04016",2008,37,36,32,13,12,11,4,38,42,33,3,1,0,0,NA,NA,3,12,39,11,29,22,30,28,34,27,19,19,90,28,12,29,35
"533","04017",2008,37,40,28,16,14,12,6,48,53,31,1,12,0,25,NA,NA,7,9,74,19,37,45,28,36,31,23,7,14,84,25,21,35,32
"534","04018",2008,37,31,21,8,12,9,4,23,30,19,7,3,0,0,NA,NA,6,5,20,8,17,20,17,26,24,13,8,16,99,22,9,18,23
"535","04101",2008,37,43,35,11,17,16,34,43,47,32,6,7,0,40,NA,NA,21,21,49,12,26,21,36,23,61,27,11,9,80,37,14,30,44
"536","04102",2008,37,27,31,8,17,7,9,39,37,18,7,0,0,5,NA,NA,47,23,52,14,30,17,29,20,21,13,6,5,77,24,16,29,19
"537","04103",2008,37,37,42,19,22,14,13,60,67,32,3,11,0,40,NA,NA,13,33,62,17,47,17,52,40,66,37,20,12,88,31,19,47,55
"538","04104",2008,37,40,52,13,8,8,5,36,36,24,1,0,0,5,NA,NA,4,12,32,9,23,8,32,23,36,38,15,11,87,46,10,25,36
"539","04105",2008,38,30,50,14,22,7,6,47,56,13,56,1,0,15,NA,NA,8,21,41,14,34,32,51,50,42,27,16,9,84,40,15,41,42
"540","04106",2008,38,35,44,11,11,9,4,35,38,17,8,1,0,15,NA,NA,10,33,25,9,20,10,36,28,40,25,17,12,84,37,10,25,36
"541","04107",2008,38,33,29,7,14,5,8,29,29,12,3,0,0,15,NA,NA,18,13,43,11,20,9,21,14,25,10,2,2,79,25,12,20,19
"542","04108",2008,38,27,45,10,8,12,7,26,34,22,2,0,0,10,NA,NA,4,13,22,6,16,9,22,22,40,39,16,18,88,48,6,18,39
"543","04109",2008,38,33,38,8,11,9,10,30,31,16,2,3,0,0,NA,NA,11,14,42,8,20,16,24,20,30,18,5,11,81,31,10,22,26
"544","04110",2008,38,35,39,13,17,10,14,41,47,40,1,0,0,30,NA,NA,10,9,35,14,43,17,38,30,26,15,10,11,86,36,15,40,26
"545","04111",2008,38,31,38,10,14,6,8,38,42,17,6,4,0,30,NA,NA,43,36,44,14,30,29,29,24,27,19,8,5,77,27,15,31,26
"546","04112",2008,38,27,35,11,32,9,8,47,60,3,73,4,67,10,NA,NA,22,37,57,18,38,43,56,31,31,14,3,5,77,31,20,46,27
"547","04113",2008,38,31,39,10,12,4,3,33,35,14,11,5,0,10,NA,NA,29,25,36,12,28,22,29,23,18,11,6,1,80,28,13,28,18
"548","04114",2008,38,33,33,6,12,8,5,26,29,14,23,12,0,0,NA,NA,5,12,31,9,20,21,26,13,15,13,7,8,81,25,10,23,15
"549","04201",2008,38,60,100,18,8,7,3,46,47,41,2,0,0,0,NA,NA,3,19,29,13,14,7,25,15,57,65,67,39,84,62,13,18,63
"550","04202",2008,38,57,89,17,10,6,5,45,48,41,2,0,0,0,NA,NA,4,14,18,12,22,8,32,20,58,57,46,36,86,55,12,24,58
"551","04203",2008,38,33,74,12,7,4,2,31,34,29,1,3,0,0,NA,NA,2,9,16,8,20,10,32,26,31,35,11,9,87,50,8,23,33
"552","04204",2008,38,33,63,12,7,6,5,32,36,26,5,0,0,0,NA,NA,7,13,24,9,26,4,25,20,34,30,18,15,83,46,10,24,33
"553","04205",2008,39,33,64,13,8,5,2,35,37,28,10,0,0,0,NA,NA,6,23,20,10,23,10,34,23,34,30,15,14,83,53,11,26,33
"554","04206",2008,39,25,42,7,14,6,3,31,34,14,31,1,0,0,NA,NA,11,20,34,12,24,14,35,19,18,12,4,5,76,28,13,27,17
"555","04207",2008,39,27,62,13,6,5,3,33,35,31,2,0,0,0,NA,NA,5,9,13,9,24,11,34,30,28,30,10,6,84,46,9,26,31
"556","04208",2008,39,30,64,12,8,5,2,30,35,32,1,0,0,0,NA,NA,0,5,21,8,27,5,29,30,25,29,6,4,84,47,9,26,28
"557","04209",2008,39,33,74,12,5,4,1,32,31,31,0,0,0,0,NA,NA,1,9,23,7,20,10,25,18,34,35,16,10,83,54,8,21,33
"558","04210",2008,39,33,73,11,8,5,6,30,33,28,4,17,0,0,NA,NA,2,16,12,8,18,11,23,24,34,33,19,16,85,62,9,20,35
"559","04211",2008,39,29,61,10,8,4,3,29,31,21,10,1,0,0,NA,NA,7,7,21,8,22,8,25,23,29,24,12,10,82,46,8,22,28
"560","04212",2008,39,40,63,11,6,8,4,29,32,28,3,1,0,0,NA,NA,4,8,13,8,17,5,22,16,33,34,27,24,87,49,8,18,35
"561","04301",2008,39,37,74,24,13,8,10,64,64,61,3,1,0,0,NA,NA,3,16,34,17,35,10,49,49,69,71,30,41,83,54,18,38,72
"562","04302",2008,39,33,76,16,8,4,5,42,43,43,1,3,0,0,NA,NA,0,5,27,11,26,8,41,31,40,43,15,18,83,55,12,30,42
"563","04303",2008,39,28,67,12,7,5,5,34,34,32,1,0,0,0,NA,NA,1,8,18,9,18,5,35,23,29,40,18,38,79,46,9,23,36
"564","04304",2008,39,40,50,15,9,12,12,38,42,38,3,8,0,25,NA,NA,6,15,20,9,28,9,34,27,41,44,22,21,97,46,10,28,43
"565","04305",2008,39,22,55,11,10,6,10,36,36,31,5,8,0,0,NA,NA,4,15,32,10,30,21,37,21,20,24,5,10,76,48,11,32,22
"566","04306",2008,39,23,55,9,7,6,8,26,29,24,4,0,0,0,NA,NA,2,13,13,7,23,12,26,23,18,21,4,10,81,46,7,24,21
"567","04307",2008,39,25,60,12,6,4,3,32,34,31,1,0,0,0,NA,NA,3,5,22,9,30,18,33,31,20,16,2,6,81,41,10,30,22
"568","04308",2008,40,27,59,11,8,6,6,32,33,32,1,0,0,0,NA,NA,2,7,17,8,23,14,31,24,29,30,7,1,79,54,9,26,29
"569","04309",2008,40,23,51,7,11,3,5,28,28,18,11,0,0,45,NA,NA,13,19,31,8,25,12,28,22,14,8,6,5,78,38,9,26,15
"570","04310",2008,40,27,65,12,7,4,3,31,33,31,2,0,0,0,NA,NA,2,5,24,9,24,14,31,21,24,25,9,4,82,46,9,26,25
"571","04311",2008,40,26,59,11,9,4,5,31,34,29,4,0,0,5,NA,NA,1,15,20,9,28,11,29,27,24,19,7,4,79,46,10,27,24
"572","04312",2008,40,25,48,8,9,5,3,26,29,20,11,5,0,0,NA,NA,5,10,26,8,25,12,26,21,17,12,5,1,80,45,9,25,17
"573","00100",2009,40,5,30,18,16,13,15,58,55,56,2,8,0,10,NA,NA,2,23,48,15,52,55,58,59,23,26,2,16,82,29,16,56,33
"574","00200",2009,40,7,31,27,22,22,25,87,77,78,6,36,0,15,NA,NA,3,41,60,23,78,85,75,71,38,42,7,18,86,30,25,80,48
"575","00300",2009,40,11,36,20,14,14,15,59,53,56,2,5,0,0,NA,NA,1,7,32,14,53,49,53,51,30,30,11,9,87,33,15,54,37
"576","00401",2009,40,7,35,26,19,16,21,74,77,76,1,8,0,5,NA,NA,1,19,52,22,66,49,68,89,38,36,8,8,83,32,23,67,50
"577","00402",2009,40,6,31,13,15,15,12,47,47,41,7,8,0,10,NA,NA,7,26,51,13,34,41,52,42,25,21,7,10,85,29,15,42,29
"578","00500",2009,40,8,34,23,23,14,22,69,70,67,4,13,0,10,NA,NA,2,44,54,20,64,45,66,63,33,33,6,1,80,32,22,64,40
"579","00600",2009,40,6,32,17,15,10,13,48,50,50,1,3,0,0,NA,NA,0,9,47,14,44,52,54,34,21,20,5,4,80,31,15,50,24
"580","00700",2009,40,5,23,7,20,15,23,38,44,28,21,0,0,15,NA,NA,4,25,34,12,25,24,52,35,25,21,9,18,77,23,13,35,29
"581","00801",2009,40,8,39,16,11,10,13,44,47,46,1,7,0,0,NA,NA,1,7,27,12,42,17,41,47,29,27,10,25,84,37,12,40,35
"582","00802",2009,41,9,43,15,12,10,10,41,45,40,3,4,0,10,NA,NA,1,18,21,10,26,17,40,49,34,40,15,22,81,42,11,30,43
"583","00803",2009,41,9,40,16,14,15,12,45,51,48,1,3,0,0,NA,NA,1,6,24,12,35,16,46,53,41,32,8,18,85,45,13,38,43
"584","00804",2009,41,8,37,20,16,12,18,60,59,59,3,8,0,10,NA,NA,1,17,30,18,46,52,59,68,31,25,11,8,84,32,18,52,40
"585","00901",2009,41,5,22,4,16,9,12,25,27,12,23,1,0,25,NA,NA,5,20,25,9,17,29,25,24,10,10,4,6,77,22,10,22,14
"586","00902",2009,41,5,22,5,15,12,21,27,32,17,18,4,0,5,NA,NA,12,16,29,10,16,19,23,23,22,19,8,14,74,23,11,19,24
"587","01001",2009,41,9,41,14,10,10,7,35,44,38,3,1,0,0,NA,NA,2,12,25,10,24,16,36,49,35,31,11,22,86,40,11,28,40
"588","01002",2009,41,8,38,13,8,11,8,35,38,34,3,0,0,0,NA,NA,5,16,20,9,30,18,37,39,27,20,4,9,87,38,10,32,29
"589","01003",2009,41,7,37,13,12,8,10,41,40,40,3,4,0,10,NA,NA,0,6,35,12,32,32,35,43,21,17,3,8,81,34,13,34,26
"590","01004",2009,41,12,50,19,10,12,15,56,55,50,3,8,0,0,NA,NA,4,4,37,12,23,15,53,47,61,69,29,52,82,43,13,33,67
"591","01005",2009,41,9,43,11,8,6,7,33,33,32,2,1,0,10,NA,NA,2,8,31,8,25,17,35,35,25,16,4,12,78,36,9,28,26
"592","01100",2009,41,8,36,15,11,11,10,44,45,44,1,3,0,0,NA,NA,2,13,22,12,34,18,42,57,31,32,9,9,84,37,12,36,39
"593","01200",2009,41,7,37,19,14,11,14,62,55,57,4,3,0,5,NA,NA,1,16,46,17,54,43,56,67,28,24,4,11,81,31,18,55,37
"594","01300",2009,41,7,37,17,13,9,13,49,48,48,2,19,0,15,NA,NA,2,12,34,14,42,45,49,50,22,23,3,6,84,34,15,46,29
"595","01401",2009,41,4,21,7,24,15,14,36,42,20,34,15,0,5,NA,NA,3,30,34,14,31,21,45,28,15,14,3,14,80,24,15,36,19
"596","01402",2009,42,6,23,6,14,11,16,28,30,21,11,4,0,35,NA,NA,6,23,24,9,15,26,26,20,20,22,11,18,77,25,10,21,23
"597","01501",2009,42,7,33,13,8,9,13,34,38,35,2,24,0,5,NA,NA,0,11,27,9,33,28,36,39,18,17,4,6,84,34,10,34,23
"598","01502",2009,42,6,28,9,12,11,15,29,33,29,4,12,0,5,NA,NA,0,7,22,7,33,22,32,30,14,16,2,4,88,33,8,32,19
"599","01601",2009,42,7,35,12,9,10,9,33,36,34,1,0,0,0,NA,NA,0,7,20,8,28,19,35,37,24,24,5,15,85,38,9,30,28
"600","01602",2009,42,11,44,11,9,10,8,32,37,31,3,1,0,5,NA,NA,2,10,22,7,20,8,31,25,35,43,19,40,87,42,8,23,40
"601","01603",2009,42,12,44,12,9,6,8,33,33,33,1,7,0,15,NA,NA,0,3,16,9,25,18,26,35,28,25,11,9,84,41,9,26,31
"602","01604",2009,42,6,30,15,15,17,12,44,49,44,5,3,0,0,NA,NA,0,19,34,12,43,21,48,53,27,22,6,4,90,36,13,43,32
"603","01605",2009,42,9,41,20,13,14,8,56,56,56,2,21,0,5,NA,NA,1,9,22,15,38,39,47,61,44,46,14,15,86,38,16,42,51
"604","01700",2009,42,8,34,18,14,16,22,60,60,56,4,3,0,25,NA,NA,4,27,43,15,40,42,63,55,42,42,13,71,79,31,16,50,51
"605","01800",2009,42,6,31,19,19,14,17,60,61,61,1,3,0,5,NA,NA,2,14,42,17,55,50,58,63,24,26,10,15,83,32,18,57,36
"606","01900",2009,42,8,32,27,22,19,28,74,79,76,2,4,0,5,NA,NA,3,19,48,18,70,66,81,85,40,35,12,26,89,32,20,75,52
"607","02000",2009,42,6,29,15,18,12,18,47,49,47,2,0,0,10,NA,NA,4,11,41,14,45,43,46,48,20,15,4,2,86,32,15,47,26
"608","02100",2009,42,10,42,15,16,13,13,46,48,42,7,5,0,0,NA,NA,4,21,32,11,35,28,46,55,34,29,10,25,82,44,12,39,40
"609","02201",2009,42,13,44,16,9,8,12,42,44,44,1,4,0,10,NA,NA,1,9,40,11,32,37,36,45,30,29,6,12,81,40,13,35,35
"610","02202",2009,42,16,46,11,7,7,6,28,29,28,1,3,0,5,NA,NA,1,11,21,7,19,9,23,26,29,28,8,20,84,46,7,20,30
"611","02300",2009,43,11,40,18,18,13,20,52,58,52,5,5,0,25,NA,NA,1,34,26,14,43,32,52,61,36,37,17,24,86,38,15,46,46
"612","02401",2009,43,12,33,5,8,10,20,25,26,17,11,0,0,5,NA,NA,3,19,7,5,17,14,29,20,23,22,8,21,81,31,5,21,25
"613","02402",2009,43,13,48,22,15,17,14,62,63,59,5,5,0,5,NA,NA,3,22,44,14,42,34,54,65,51,56,25,48,86,46,15,46,62
"614","02500",2009,43,14,36,16,14,13,16,46,48,45,4,3,0,0,NA,NA,1,19,23,13,40,29,43,42,31,30,15,26,89,37,13,41,37
"615","02601",2009,43,7,35,18,15,10,15,52,51,52,0,4,0,0,NA,NA,1,12,38,14,48,33,50,52,27,25,5,11,83,32,15,48,33
"616","02602",2009,43,7,28,10,15,13,15,35,41,35,4,0,0,0,NA,NA,2,19,34,9,26,19,48,34,25,30,7,19,84,28,10,34,31
"617","02700",2009,43,6,31,14,13,13,13,44,46,43,4,0,0,0,NA,NA,0,23,26,12,42,51,43,43,19,18,6,6,86,31,13,45,25
"618","02800",2009,43,6,32,26,24,18,20,77,74,77,1,4,0,15,NA,NA,1,13,70,23,67,54,69,78,34,37,6,20,86,32,25,68,46
"619","02900",2009,43,5,28,32,30,23,28,95,99,96,1,68,0,10,NA,NA,1,31,81,28,95,79,86,97,35,43,13,22,83,28,30,93,54
"620","03000",2009,43,5,29,23,17,17,16,63,66,65,2,4,0,5,NA,NA,3,17,39,18,56,60,63,65,31,33,7,14,86,30,19,60,41
"621","03101",2009,43,12,33,12,11,9,8,40,36,34,5,1,0,40,NA,NA,4,18,24,11,30,33,38,30,19,21,6,9,84,29,12,34,24
"622","03102",2009,43,16,43,15,14,11,13,47,49,45,5,1,0,0,NA,NA,4,17,34,11,36,25,50,41,30,44,10,22,87,38,12,41,39
"623","03201",2009,43,20,50,15,8,9,10,43,43,40,2,1,0,0,NA,NA,5,29,18,10,31,25,44,43,31,37,11,26,87,40,10,36,39
"624","03202",2009,43,20,48,15,12,12,11,50,48,38,12,1,0,10,NA,NA,16,18,34,14,36,35,45,37,36,33,9,19,80,39,15,40,38
"625","03301",2009,44,18,50,10,10,6,8,31,34,28,7,0,0,0,NA,NA,5,23,16,10,23,19,32,28,19,22,8,10,77,41,11,26,24
"626","03302",2009,44,17,42,10,11,7,6,34,37,29,4,0,0,5,NA,NA,16,27,34,11,27,21,35,29,19,16,6,5,80,30,12,30,22
"627","03303",2009,44,22,62,12,6,6,8,36,34,32,3,7,0,5,NA,NA,2,14,28,10,23,12,33,22,26,31,7,9,74,48,11,26,28
"628","03400",2009,44,27,41,14,21,13,12,50,53,34,14,1,0,0,NA,NA,34,30,39,16,35,22,41,36,39,40,15,11,81,38,17,37,41
"629","03501",2009,44,43,83,15,6,5,5,37,42,38,2,3,0,0,NA,NA,4,15,16,12,17,8,26,15,45,54,27,31,80,54,12,19,47
"630","03502",2009,44,30,60,15,10,9,9,43,45,36,6,1,0,0,NA,NA,15,24,28,13,23,15,36,27,42,42,24,22,83,45,14,28,44
"631","03503",2009,44,38,73,17,9,12,7,46,49,37,9,1,0,15,NA,NA,9,15,20,12,21,7,31,19,52,66,53,64,84,63,13,23,61
"632","03504",2009,44,47,63,11,8,7,6,32,32,27,2,1,0,0,NA,NA,16,12,28,9,19,5,19,14,31,40,24,12,81,46,10,18,34
"633","03505",2009,44,33,47,13,18,14,8,45,52,33,24,1,0,0,NA,NA,7,29,25,13,29,16,40,29,44,49,32,29,85,40,14,32,49
"634","03506",2009,44,27,55,12,6,6,4,33,32,31,1,0,0,0,NA,NA,5,12,20,9,24,9,27,21,28,32,9,8,84,46,10,24,29
"635","03601",2009,44,33,69,15,8,8,6,40,43,37,4,0,0,0,NA,NA,3,11,23,11,22,10,35,26,47,46,22,19,85,58,11,26,47
"636","03602",2009,44,27,49,16,12,6,4,52,52,42,13,1,0,0,NA,NA,15,9,58,19,33,11,40,30,39,30,10,12,73,33,20,34,36
"637","03701",2009,44,20,35,6,10,10,10,23,30,15,6,0,0,0,NA,NA,32,27,15,6,15,10,29,13,23,28,16,22,87,31,7,19,26
"638","03702",2009,44,27,32,6,22,7,8,28,36,5,44,1,0,20,NA,NA,16,10,38,12,19,17,32,21,20,13,4,2,80,31,13,24,19
"639","03703",2009,44,20,34,5,14,10,4,21,28,13,14,1,0,0,NA,NA,19,7,25,8,18,11,26,14,17,14,4,8,90,34,8,20,16
"640","03704",2009,45,30,35,7,17,8,7,29,33,14,13,0,0,20,NA,NA,33,31,34,10,23,15,25,21,18,16,6,9,84,26,11,24,19
"641","03705",2009,45,23,17,4,30,9,6,33,38,7,26,1,0,5,NA,NA,67,19,47,17,21,30,30,16,9,5,0,1,64,14,18,26,10
"642","03706",2009,45,17,21,4,18,8,7,24,29,6,14,1,0,45,NA,NA,54,19,44,12,16,10,20,12,12,4,4,4,69,22,14,17,10
"643","03707",2009,45,30,17,3,25,6,7,31,34,4,22,1,0,5,NA,NA,75,28,47,17,17,12,23,18,8,3,4,2,63,15,19,19,10
"644","03708",2009,45,20,20,3,22,7,7,25,30,4,22,0,0,10,NA,NA,57,11,35,13,16,17,25,13,9,6,1,1,69,20,14,20,9
"645","03709",2009,45,24,24,7,31,10,10,38,46,9,31,4,0,0,NA,NA,62,41,63,17,25,31,36,21,22,14,1,1,74,22,19,30,19
"646","03710",2009,45,23,14,3,30,8,6,39,38,11,29,0,0,10,NA,NA,55,24,58,23,18,32,26,13,8,3,1,0,66,12,24,23,8
"647","03801",2009,45,24,25,7,25,15,22,40,46,17,16,4,0,40,NA,NA,79,29,45,16,21,16,33,19,34,36,11,30,79,23,18,25,35
"648","03802",2009,45,33,28,5,14,8,17,24,29,11,14,1,0,10,NA,NA,25,58,21,8,12,6,23,9,26,29,12,42,75,23,9,16,27
"649","03803",2009,45,46,24,4,17,13,12,25,28,6,33,8,0,0,NA,NA,9,25,25,8,14,13,25,17,24,19,10,6,76,27,8,18,23
"650","03804",2009,45,33,21,3,19,9,12,23,30,10,18,4,0,0,NA,NA,26,22,34,11,14,11,20,14,15,16,8,12,78,19,12,16,17
"651","03805",2009,45,67,68,17,7,34,25,48,60,48,3,0,0,5,NA,NA,4,20,40,7,9,5,24,17,99,97,100,64,88,92,8,14,100
"652","03806",2009,45,63,69,14,9,27,24,44,51,40,6,4,0,20,NA,NA,4,22,16,8,8,8,26,9,72,100,72,71,87,85,8,14,82
"653","03807",2009,45,53,55,7,7,26,39,37,35,27,6,5,0,0,NA,NA,6,27,18,4,10,9,25,16,66,63,34,48,83,69,4,16,62
"654","03808",2009,46,48,64,9,6,25,30,30,38,29,2,1,0,0,NA,NA,2,22,11,2,8,4,21,10,73,61,45,59,89,88,3,13,66
"655","03809",2009,46,37,28,7,15,19,24,37,39,18,6,0,0,20,NA,NA,21,27,52,13,17,12,26,11,46,28,15,15,85,23,15,20,36
"656","03810",2009,46,67,71,8,5,21,37,32,34,26,2,1,0,0,NA,NA,3,22,11,4,5,1,24,9,67,50,49,60,81,89,4,12,61
"657","03901",2009,46,32,56,14,10,6,6,39,42,40,1,0,0,5,NA,NA,1,5,33,10,34,24,46,32,25,29,6,9,83,43,11,38,29
"658","03902",2009,46,30,50,13,8,6,5,37,40,32,3,0,0,0,NA,NA,8,7,32,10,32,19,37,21,27,23,13,8,85,34,11,33,27
"659","03903",2009,46,26,42,12,19,10,7,43,50,31,18,12,0,10,NA,NA,11,39,41,16,30,31,39,26,34,28,10,6,76,35,17,34,32
"660","04001",2009,46,46,30,9,12,11,29,37,41,34,3,1,33,0,NA,NA,11,17,46,14,21,11,22,19,34,29,11,12,68,29,16,21,31
"661","04002",2009,46,33,22,5,17,5,12,27,31,11,12,3,0,55,NA,NA,49,13,54,13,15,13,20,17,14,7,3,0,69,18,15,17,13
"662","04003",2009,46,38,21,4,21,9,8,28,35,8,38,0,0,5,NA,NA,15,11,50,12,21,23,24,15,18,11,4,1,70,21,14,23,16
"663","04004",2009,46,45,48,8,12,15,24,31,38,19,20,0,0,15,NA,NA,9,34,26,8,12,15,25,10,47,44,41,34,76,48,8,17,46
"664","04005",2009,46,60,67,10,8,9,28,30,35,27,4,0,0,0,NA,NA,10,24,27,7,7,6,11,10,50,62,37,32,75,72,8,8,52
"665","04006",2009,46,38,26,4,20,11,18,27,35,6,42,0,0,0,NA,NA,9,14,23,10,19,17,28,16,25,21,8,12,76,30,11,22,23
"666","04007",2009,46,28,17,4,23,7,4,21,31,2,42,0,0,0,NA,NA,11,9,22,11,20,23,20,17,10,4,2,0,72,15,12,21,10
"667","04008",2009,46,30,24,6,24,7,3,32,41,10,37,0,0,10,NA,NA,24,15,44,15,30,23,30,20,10,9,2,2,72,19,16,30,12
"668","04009",2009,47,32,44,14,25,9,5,46,59,20,58,0,0,0,NA,NA,7,19,48,16,35,31,54,43,34,34,8,9,78,37,17,42,38
"669","04010",2009,47,28,33,6,28,7,5,31,41,2,65,0,0,0,NA,NA,2,21,28,11,32,29,35,29,18,14,6,4,81,31,12,33,20
"670","04011",2009,47,40,28,4,18,7,10,23,30,7,35,3,33,0,NA,NA,3,4,25,9,20,17,22,13,17,13,3,0,74,24,10,21,15
"671","04012",2009,47,43,28,9,14,7,14,39,38,20,3,1,0,35,NA,NA,22,18,90,15,17,30,23,9,28,19,11,10,75,23,19,21,23
"672","04013",2009,47,40,37,11,8,11,15,35,39,29,1,12,0,0,NA,NA,2,13,39,9,21,25,28,16,41,31,17,10,82,35,11,25,36
"673","04014",2009,47,43,31,13,10,6,6,44,43,37,3,1,0,5,NA,NA,7,6,63,17,30,16,28,19,24,20,6,9,67,18,19,28,23
"674","04015",2009,47,39,31,10,18,10,9,38,45,23,26,0,0,0,NA,NA,10,9,43,13,23,15,35,27,35,28,15,15,75,24,14,27,34
"675","04016",2009,47,33,37,14,13,10,6,39,45,35,2,0,0,0,NA,NA,3,4,47,10,33,10,35,30,40,28,13,19,88,28,12,32,37
"676","04017",2009,47,40,30,16,13,11,8,46,49,32,2,3,0,0,NA,NA,4,7,70,14,37,35,36,29,32,26,6,12,88,27,16,38,31
"677","04018",2009,47,27,22,8,13,10,2,24,30,19,7,0,0,0,NA,NA,2,4,30,7,18,19,22,24,22,18,6,9,100,22,8,20,23
"678","04101",2009,47,40,33,10,19,17,37,44,47,35,6,5,0,25,NA,NA,12,28,30,12,28,16,36,33,56,31,13,16,81,35,13,30,47
"679","04102",2009,47,30,37,8,18,7,7,43,39,21,6,5,0,15,NA,NA,41,35,57,15,35,14,34,20,23,14,4,9,76,26,17,33,21
"680","04103",2009,47,33,37,20,21,14,13,59,68,31,4,5,0,40,NA,NA,17,23,67,17,52,16,51,59,54,35,16,21,88,30,20,49,53
"681","04104",2009,47,40,55,12,8,8,3,33,35,23,2,0,0,5,NA,NA,5,3,35,8,22,8,29,17,36,35,16,16,88,43,9,23,35
"682","04105",2009,47,28,53,14,22,9,6,47,55,11,58,0,0,0,NA,NA,5,29,32,13,31,34,57,43,46,28,16,10,84,43,14,41,43
"683","04106",2009,48,33,42,12,13,9,9,40,41,21,9,0,0,5,NA,NA,17,27,35,10,24,14,35,30,40,34,21,25,82,32,11,28,41
"684","04107",2009,48,33,29,8,13,5,9,33,32,15,5,11,0,0,NA,NA,17,14,39,13,20,17,22,19,23,10,6,9,76,23,14,21,20
"685","04108",2009,48,22,45,10,7,13,8,28,33,21,1,3,0,0,NA,NA,6,24,18,6,17,5,24,17,41,40,19,22,91,46,6,19,39
"686","04109",2009,48,32,39,8,11,9,16,29,30,17,1,0,0,10,NA,NA,12,20,40,9,18,14,21,20,30,20,9,9,83,37,10,19,26
"687","04110",2009,48,33,38,15,18,10,8,48,51,43,2,3,0,15,NA,NA,13,22,44,16,44,34,49,29,27,19,4,9,81,31,17,46,26
"688","04111",2009,48,28,38,11,13,6,5,35,39,16,5,1,0,10,NA,NA,43,35,43,14,27,20,27,22,25,17,9,10,75,31,15,27,24
"689","04112",2009,48,27,39,10,32,9,10,49,55,4,71,5,0,0,NA,NA,26,41,57,19,34,38,53,41,27,19,3,6,81,31,20,42,28
"690","04113",2009,48,28,43,8,12,4,3,29,32,12,12,7,0,25,NA,NA,22,44,37,10,26,22,26,17,18,7,4,1,79,32,11,27,16
