"","Name","Edition","City","Country","Owner","Seeker","Trader"
"4677","[Mug Shot — «Bangkok - Global Icon Demitasse»]","08 Icon Edition Mini","Bangkok","Thailand",120,14,12
"4678","[Mug Shot — «Bali - Global Icon Demitasse»]","08 Icon Edition Mini","Bali","Indonesia",57,34,5
"4679","[Mug Shot — «Las Vegas Dice»]","94 CITY MUG Collector Seris","Las Vegas","USA",40,9,3
"4680","[Mug Shot — «Australia - Global Icon Demitasse»]","08 Icon Edition Mini",NA,"Australia",94,23,10
"4681","[Mug Shot — «Argentina - Global Icon Demitasse»]","08 Icon Edition Mini",NA,"Argentina",68,29,3
"4682","[Mug Shot — «Kauai»]","94 CITY MUG Collector Seris","Kauai","USA",46,12,3
"4683","[Mug Shot — «Abu Dhabi - Global Icon Demitasse»]","08 Icon Edition Mini","Abu Dhabi","United Arab Emirates",66,28,4
"4684","[Mug Shot — «Kona»]","94 CITY MUG Collector Seris","Kona","USA",46,11,3
"4685","[Mug Shot — «Houston»]","94 CITY MUG Collector Seris","Houston","USA",33,11,2
"4686","[Mug Shot — «Hawaii Lei»]","94 CITY MUG Collector Seris",NA,"USA",68,6,3
"4687","[Mug Shot — «Denver»]","94 CITY MUG Collector Seris","Denver","USA",28,8,1
"4688","[Mug Shot — «Dallas 1»]","94 CITY MUG Collector Seris","Dallas","USA",14,15,1
"4689","[Mug Shot — «Blue Cowboy Boots»]","94 CITY MUG Collector Seris","Dallas","USA",42,4,1
"4690","[Mug Shot — «Chicago Jazz»]","94 CITY MUG Collector Seris","Chicago","USA",39,7,1
"4691","[Mug Shot — «Chicago Water Tower»]","94 CITY MUG Collector Seris","Chicago","USA",36,7,2
"4692","[Mug Shot — «Calgary»]","94 CITY MUG Collector Seris","Calgary","Canada",27,10,0
"4693","[Mug Shot — «Boston»]","94 CITY MUG Collector Seris","Boston","USA",39,5,2
"4694","[Mug Shot — «Armadillo»]","94 CITY MUG Collector Seris","Austin","USA",23,10,1
"4695","[Mug Shot — «Playa del Carmen - 20oz»]","94 CITY MUG Collector Seris","Playa del Carmen","Mexico",39,7,1
"4696","[Mug Shot — «Atlanta»]","94 CITY MUG Collector Seris","Atlanta","USA",33,3,1
"4697","[Mug Shot — «Tianjin»]","Asian Artsy Design Mugs","Tianjin","China",19,4,0
"4698","[Mug Shot — «Tianjin Script»]","Asian Artsy Design Mugs","Tianjin","China",17,3,1
"4699","[Mug Shot — «Takamatsu»]","Japan Country Series","Takamatsu","Japan",14,39,0
"4700","[Mug Shot — «Taipei - The 101 building»]","Limited Edition","Taipei","Taiwan",12,11,0
"4701","[Mug Shot — «Tagaytay»]","Asian Artsy Design Mugs","Tagaytay City","Philippines",18,7,0
"4702","[Mug Shot — «Shizuoka»]","Japan Country Series","Shizuoka","Japan",57,12,1
"4703","[Mug Shot — «Samui»]","Asian Artsy Design Mugs","Samui","Thailand",18,8,1
"4704","[Mug Shot — «Roppongi Hills - 1st Anniversary»]","Starbucks Anniversary Mugs","Roppongi, Tokyo","Japan",10,37,0
"4705","[Mug Shot — «Roppongi Hills - Tokyo»]","Japan Country Series","Roppongi, Tokyo","Japan",71,18,3
"4706","[Mug Shot — «Phuket»]","Asian Artsy Design Mugs","Phuket","Thailand",25,4,0
"4707","[Mug Shot — «Okinawa 2002»]","Japan Country Series","Okinawa","Japan",41,27,0
"4708","[Mug Shot — «Hong Kong - Global Icon Demitasse»]","08 Icon Edition Mini","Hong Kong","China",162,22,22
"4709","[Mug Shot — «Wuhan»]","94 CITY MUG Collector Seris","Wuhan","China",32,6,0
"4710","[Mug Shot — «Foshan»]","94 CITY MUG Collector Seris","Foshan","China",34,5,0
"4711","[Mug Shot — «Auckland - made in China»]","94 CITY MUG Collector Seris","Auckland","New Zealand",10,21,0
"4712","[Mug Shot — «Sabah - Global Icon Demitasse»]","08 Icon Edition Mini","Sabah","Malaysia",91,21,9
"4713","[Mug Shot — «Sydney 12 Oz»]","94 CITY MUG Collector Seris","Sydney","Australia",34,6,2
"4714","[Mug Shot — «Queensland 12 Oz»]","94 CITY MUG Collector Seris","Queensland","Australia",21,6,0
"4715","[Mug Shot — «Melbourne - made in Thailand 20 oz»]","94 CITY MUG Collector Seris","Melbourne","Australia",34,9,1
"4716","[Mug Shot — «Canberra - made in Thailand 12 oz»]","94 CITY MUG Collector Seris","Canberra","Australia",13,12,0
"4717","[Mug Shot — «Guangzhou - Global Icon Demitasse»]","08 Icon Edition Mini","Guangzhou","China",65,25,7
"4718","[Mug Shot — «Australia- Made in Thailand 20 Oz»]","94 CITY MUG Collector Seris",NA,"Australia",47,8,3
"4719","[Mug Shot — «Copenhagen»]","94 CITY MUG Collector Seris","Copenhagen","Denmark",57,10,6
"4720","[Mug Shot — «Kuala Lumpur - Global Icon Demitasse»]","08 Icon Edition Mini","Kuala Lumpur","Malaysia",142,19,14
"4721","[Mug Shot — «Washington D.C. - Cherry Blossoms»]","07 Series City Parks","Washington D.C.","USA",47,35,0
"4722","[Mug Shot — «Washington - Mount Rainier National Park»]","07 Series City Parks",NA,"USA",89,14,11
"4723","[Mug Shot — «Brisbane - made in China»]","94 CITY MUG Collector Seris","Brisbane","Australia",31,8,2
"4724","[Mug Shot — «Singapore II Orchid Demitasse»]","08 Icon Edition Mini","Singapore","Singapore",111,18,10
"4725","[Mug Shot — «San Francisco - Happy Holidays 2007»]","Holiday Mugs","San Francisco","USA",28,24,0
"4726","[Mug Shot — «Taiwan - Global Icon Demitasse»]","08 Icon Edition Mini","Taipei","Taiwan",82,12,8
"4727","[Mug Shot — «San Diego - Balboa Park»]","07 Series City Parks","San Diego","USA",48,36,3
"4728","[Mug Shot — «Korea - Global Icon Demitasse»]","08 Icon Edition Mini",NA,"South Korea",78,26,3
"4729","[Mug Shot — «Phoenix - South Mountain Park»]","07 Series City Parks","Phoenix","USA",48,27,2
"4730","[Mug Shot — «Shenzhen - Global Icon Demitasse»]","08 Icon Edition Mini","Shenzhen","China",53,26,2
"4731","[Mug Shot — «Portland - Rose Garden»]","07 Series City Parks","Portland","USA",43,29,1
"4732","[Mug Shot — «Dalian - Global Icon Demitasse»]","08 Icon Edition Mini","Dalian","China",32,22,2
"4733","[Mug Shot — «Pittsburgh - Schenley Park»]","07 Series City Parks","Pittsburgh","USA",36,35,1
"4734","[Mug Shot — «Bulgaria - Global Icon Demitasse»]","08 Icon Edition Mini",NA,"Bulgaria",67,26,8
"4735","[Mug Shot — «Sofia - Global Icon Demitasse»]","08 Icon Edition Mini","Sofia","Bulgaria",59,21,6
"4736","[Mug Shot — «Philadelphia - Fairmount Park»]","07 Series City Parks","Philadelphia","USA",36,31,0
"4737","[Mug Shot — «New York - Happy Holidays 2007»]","Holiday Mugs","New York","USA",37,24,1
"4738","[Mug Shot — «Los Angeles - Griffith Park»]","07 Series City Parks","Los Angeles","USA",39,34,1
"4739","[Mug Shot — «Chicago - Happy Holidays 2007»]","Holiday Mugs","Chicago","USA",29,27,1
"4740","[Mug Shot — «Boston Common - The Public Garden»]","07 Series City Parks","Boston","USA",42,32,0
"4741","[Mug Shot — «Whistler»]","06 Architecture Series","Whistler","Canada",52,26,3
"4742","[Mug Shot — «West Palm Beach»]","06 Architecture Series","West Palm Beach","USA",45,30,4
"4743","[Mug Shot — «Tucson - The Old Pueblo»]","06 Architecture Series","Tucson","USA",49,23,3
"4744","[Mug Shot — «Toronto»]","06 Architecture Series","Toronto","Canada",91,25,6
"4745","[Mug Shot — «Tampa»]","06 Architecture Series","Tampa","USA",60,24,4
"4746","[Mug Shot — «St. Louis - The Gateway City»]","06 Architecture Series","St. Louis","USA",54,19,5
"4747","[Mug Shot — «San Antonio - Alamo City»]","06 Architecture Series","San Antonio","USA",59,18,5
"4748","[Mug Shot — «Sacramento»]","06 Architecture Series","Sacramento","USA",61,23,4
"4749","[Mug Shot — «Raleigh»]","06 Architecture Series","Raleigh","USA",43,22,4
"4750","[Mug Shot — «Portland»]","06 Architecture Series","Portland","USA",66,18,5
"4751","[Mug Shot — «Pittsburgh»]","06 Architecture Series","Pittsburgh","USA",53,27,3
"4752","[Mug Shot — «Pike Place - The First Starbucks Store»]","06 Architecture Series","Seattle","USA",88,36,8
"4753","[Mug Shot — «Phoenix»]","06 Architecture Series","Phoenix","USA",80,16,2
"4754","[Mug Shot — «Palm Springs»]","06 Architecture Series","Palm Springs","USA",52,23,1
"4755","[Mug Shot — «New York City»]","06 Architecture Series","New York","USA",71,34,7
"4756","[Mug Shot — «New Orleans - The Big Easy»]","06 Architecture Series","New Orleans","USA",45,24,2
"4757","[Mug Shot — «Nashville»]","06 Architecture Series","Nashville","USA",49,18,6
"4758","[Mug Shot — «Montreal»]","06 Architecture Series","Montreal","Canada",54,29,3
"4759","[Mug Shot — «Shanghai - Global Icon Demitasse»]","08 Icon Edition Mini","Shanghai","China",101,16,15
"4760","[Mug Shot — «China - Global Icon Demitasse»]","08 Icon Edition Mini",NA,"China",140,10,21
"4761","[Mug Shot — «Houston»]","06 Architecture Series","Houston","USA",77,15,9
"4762","[Mug Shot — «Munchen - Global Icon Demitasse»]","08 Icon Edition Mini","Munich","Germany",76,25,7
"4763","[Mug Shot — «Fresno»]","06 Architecture Series","Fresno","USA",36,24,1
"4764","[Mug Shot — «Germany - Global Icon Demitasse»]","08 Icon Edition Mini",NA,"Germany",115,12,18
"4765","[Mug Shot — «Fort Worth»]","06 Architecture Series","Fort Worth","USA",57,17,4
"4766","[Mug Shot — «New Zealand - Global Icon Demitasse»]","08 Icon Edition Mini",NA,"New Zealand",83,27,3
"4767","[Mug Shot — «Fort Lauderdale - Venice of America»]","06 Architecture Series","Fort Lauderdale","USA",45,27,2
"4768","[Mug Shot — «England (Shield) - Global Icon Demitasse»]","08 Icon Edition Mini",NA,"United Kingdom",118,34,2
"4769","[Mug Shot — «Fargo»]","06 Architecture Series","Fargo","USA",29,26,2
"4770","[Mug Shot — «London - Global Icon Demitasse»]","08 Icon Edition Mini","London","United Kingdom",192,15,21
"4771","[Mug Shot — «Denver - Mile High City»]","06 Architecture Series","Denver","USA",66,22,5
"4772","[Mug Shot — «England (Shakespeare) - Global Icon Demitasse»]","08 Icon Edition Mini",NA,"United Kingdom",133,15,14
"4773","[Mug Shot — «Dallas - The Big D»]","06 Architecture Series","Dallas","USA",81,13,12
"4774","[Mug Shot — «Columbus»]","06 Architecture Series","Columbus","USA",45,20,3
"4775","[Mug Shot — «Los Angeles II»]","94 CITY MUG Collector Seris","Los Angeles","USA",45,6,2
"4776","[Mug Shot — «Colorado - Centennial State»]","06 Architecture Series",NA,"USA",54,20,4
"4777","[Mug Shot — «Los Angeles I»]","94 CITY MUG Collector Seris","Los Angeles","USA",37,8,3
"4778","[Mug Shot — «Cleveland - The New American City»]","06 Architecture Series","Cleveland","USA",52,20,4
"4779","[Mug Shot — «The Magnificent Mile»]","06 Architecture Series","Chicago","USA",38,27,1
"4780","[Mug Shot — «Kingdom of Saudi Arabia - Global Icon Demitasse»]","08 Icon Edition Mini","Saudi Arabia","Saudi Arabia",55,19,2
"4781","[Mug Shot — «Charlotte»]","06 Architecture Series","Charlotte","USA",54,19,3
"4782","[Mug Shot — «Romania - Global Icon Demitasse»]","08 Icon Edition Mini",NA,"Romania",64,20,4
"4783","[Mug Shot — «Canada - True North»]","06 Architecture Series",NA,"Canada",58,28,2
"4784","[Mug Shot — «Chongqing - Global Icon Demitasse»]","08 Icon Edition Mini","Chongqing","China",35,28,3
"4785","[Mug Shot — «Calgary - Stampede City»]","06 Architecture Series","Calgary","Canada",48,23,2
"4786","[Mug Shot — «Austin»]","06 Architecture Series","Austin","USA",56,18,4
"4787","[Mug Shot — «Wuhan - Global Icon Demitasse»]","08 Icon Edition Mini","Wuhan","China",29,29,2
"4788","[Mug Shot — «Atlantic City»]","06 Architecture Series","Atlantic City","USA",49,24,5
"4789","[Mug Shot — «Alaska»]","06 Architecture Series",NA,"USA",59,21,3
"4790","[Mug Shot — «Seattle»]","03 Series City Scenes","Seattle","USA",39,5,4
"4791","[Mug Shot — «Houston»]","03 Series City Scenes","Houston","USA",24,6,1
"4792","[Mug Shot — «Venezia 2003»]","03 Italian Romance Series",NA,"Italy",47,11,2
"4793","[Mug Shot — «Washington D.C. - The Nations Capital 18 oz Mug»]","02 Skyline Series City Mugs","Washington D.C.","USA",40,12,2
"4794","[Mug Shot — «Vancouver - No Slogan 18 oz Mug»]","02 Skyline Series City Mugs","Vancouver","Canada",24,11,2
"4795","[Mug Shot — «Victoria - No Slogan 18 oz Mug»]","02 Skyline Series City Mugs","Victoria","Canada",19,12,1
"4796","[Mug Shot — «Toronto - No Slogan 18 oz Mug»]","02 Skyline Series City Mugs","Toronto","Canada",19,10,0
"4797","[Mug Shot — «Cincinnati  -  Queen City»]","06 Architecture Series","Cincinnati","USA",31,19,1
"4798","[Mug Shot — «Pampanga - Parol Ornament»]","08 Icon Edition","Pampanga","Philippines",475,100,48
"4799","[Mug Shot — «Mount Rushmore (USA/Patriotic Series) - 18 oz Mug»]","02 USA Scenic Series",NA,"USA",38,16,0
"4800","[Mug Shot — «Miami»]","06 Architecture Series","Miami","USA",63,26,6
"4801","[Mug Shot — «Naga - Pili Nut»]","08 Icon Edition","Naga","Philippines",445,109,41
"4802","[Mug Shot — «Iloilo - Dinagyang Festival»]","08 Icon Edition","Iloilo","Philippines",442,105,41
"4803","[Mug Shot — «Cagayan de Oro - Whitewater Rafting»]","08 Icon Edition","Cagayan de Oro","Philippines",453,112,43
"4804","[Mug Shot — «Berlin I  - Berliner Bear»]","08 Icon Edition","Berlin","Germany",838,106,90
"4805","[Mug Shot — «France - Mont Saint-Michel»]","08 Icon Edition",NA,"France",801,128,68
"4806","[Mug Shot — «Hamburg - Rathaus»]","08 Icon Edition","Hamburg","Germany",626,102,61
"4807","[Mug Shot — «Turkey - Nemrut Dağı»]","08 Icon Edition",NA,"Turkey",581,144,41
"4808","[Mug Shot — «Calgary - Stampede»]","08 Icon Edition","Calgary","Canada",372,288,13
"4809","[Mug Shot — «Seattle II - Winslow Ferry»]","08 Icon Edition","Seattle","USA",604,219,28
"4810","[Mug Shot — «Mexico - Aztec Sun Stone»]","08 Icon Edition",NA,"Mexico",546,181,35
"4811","[Mug Shot — «Playa del Carmen - Quinta Avenue»]","08 Icon Edition","Playa del Carmen","Mexico",398,196,19
"4812","[Mug Shot — «Miyazaki»]","Japan Country Series","Miyazaki","Japan",22,39,0
"4813","[Mug Shot — «Manila»]","Asian Artsy Design Mugs","Manila","Philippines",21,7,0
"4814","[Mug Shot — «Potsdam - Sanssouci Palace»]","08 Icon Edition","Potsdam","Germany",530,94,44
"4815","[Mug Shot — «Kyoto»]","Japan Country Series","Kyoto","Japan",52,16,1
"4816","[Mug Shot — «Kochi»]","Japan Country Series","Kochi","Japan",10,46,0
"4817","[Mug Shot — «Phoenix - Miner's Needle»]","08 Icon Edition","Phoenix","USA",523,203,18
"4818","[Mug Shot — «Lima - Balconies of Lima»]","08 Icon Edition","Lima","Peru",407,182,13
"4819","[Mug Shot — «Kanazawa»]","Japan Country Series","Kanazawa","Japan",50,19,0
"4820","[Mug Shot — «Bonn - Old Town Hall»]","08 Icon Edition","Bonn","Germany",509,102,45
"4821","[Mug Shot — «Kagoshima»]","Japan Country Series","Kagoshima","Japan",17,42,0
"4822","[Mug Shot — «Indonesia»]","Asian Artsy Design Mugs",NA,"Indonesia",6,7,0
"4823","[Mug Shot — «Bremen - Town Musicians of Bremen»]","08 Icon Edition","Bremen","Germany",524,105,50
"4824","[Mug Shot — «Oman - Made in England 2002»]","94 CITY MUG Collector Seris",NA,"Oman",29,3,1
"4825","[Mug Shot — «Oman I - Made in Thailand»]","94 CITY MUG Collector Seris",NA,"Oman",14,7,0
"4826","[Mug Shot — «Rafflesia Arnoldii»]","94 CITY MUG Collector Seris","Bogor","Indonesia",37,3,1
"4827","[Mug Shot — «Gwang ju»]","Asian Artsy Design Mugs","Gwang ju","South Korea",13,7,1
"4828","[Mug Shot — «Fukuoka»]","Japan Country Series","Fukuoka","Japan",52,21,1
"4829","[Mug Shot — «Daegu»]","Asian Artsy Design Mugs","Daegu","South Korea",9,9,0
"4830","[Mug Shot — «Chiang Mai»]","Asian Artsy Design Mugs","Chiang Mai","Thailand",22,6,2
"4831","[Mug Shot — «Cebu Artsy»]","Asian Artsy Design Mugs","Cebu","Philippines",19,6,0
"4832","[Mug Shot — «Busan»]","Asian Artsy Design Mugs","Busan","South Korea",14,7,0
"4833","[Mug Shot — «Beijing»]","Asian Artsy Design Mugs","Beijing","China",8,5,0
"4834","[Mug Shot — «Betawi Ronggeng Dance»]","Indonesia Dancers","Jakarta","Indonesia",75,17,11
"4835","[Mug Shot — «Davao - Durian Fruit»]","08 Icon Edition","Davao","Philippines",473,100,45
"4836","[Mug Shot — «Philippines I - Philippine Eagle»]","08 Icon Edition",NA,"Philippines",638,87,94
"4837","[Mug Shot — «Tagaytay - Taal Volcano»]","08 Icon Edition","Tagaytay","Philippines",487,103,58
"4838","[Mug Shot — «Jaipongan Dance»]","Indonesia Dancers","Bandung","Indonesia",67,24,4
"4839","[Mug Shot — «Manila I - Jeepney»]","08 Icon Edition","Manila","Philippines",579,105,82
"4840","[Mug Shot — «Atlanta»]","06 Architecture Series","Atlanta","USA",86,17,8
"4841","[Mug Shot — «Beijing»]","Asian Artsy Design Mugs","Beijing","China",32,1,1
"4842","[Mug Shot — «Baguio»]","Asian Artsy Design Mugs","Baguio","Philippines",20,7,0
"4843","[Mug Shot — «Skagway»]","Limited Edition","Skagway","USA",10,7,1
"4844","[Mug Shot — «London Snow»]","05 Series Photo Mugs","London","United Kingdom",23,14,1
"4845","[Mug Shot — «London Benches»]","05 Series Photo Mugs","London","United Kingdom",22,8,0
"4846","[Mug Shot — «London Castle Gates»]","05 Series Photo Mugs","London","United Kingdom",43,6,2
"4847","[Mug Shot — «London Lawn Chairs»]","05 Series Photo Mugs","London","United Kingdom",29,4,0
"4848","[Mug Shot — «Edinburgh»]","05 Series Photo Mugs","Edinburgh","United Kingdom",43,5,3
"4849","[Mug Shot — «Dublin»]","05 Series Photo Mugs","Dublin","Ireland",39,5,3
"4850","[Mug Shot — «The Red Dragon Will lead the way»]","05 Series Photo Mugs","Cardiff","United Kingdom",28,6,2
"4851","[Mug Shot — «Statue of Liberty (USA/Patriotic Series) - 18 oz Mug»]","02 USA Scenic Series",NA,"USA",35,17,1
"4852","[Mug Shot — «American Flags (USA/Patriotic Series) - 18 oz Mug»]","02 USA Scenic Series",NA,"USA",33,18,0
"4853","[Mug Shot — «Washington D.C.»]","03 Series City Scenes","Washington D.C.","USA",32,5,4
"4854","[Mug Shot — «Vancouver»]","03 Series City Scenes","Vancouver","Canada",26,8,1
"4855","[Mug Shot — «Seattle Deco Series MISSPELLED»]","04 Art Deco Style","Seattle","USA",14,8,0
"4856","[Mug Shot — «San Diego»]","04 Art Deco Style","San Diego","USA",17,9,1
"4857","[Mug Shot — «San Diego»]","03 Series City Scenes","San Diego","USA",28,9,1
"4858","[Mug Shot — «Harlem»]","03 Series City Scenes","Harlem","USA",20,6,1
"4859","[Mug Shot — «Denver»]","03 Series City Scenes","Denver","USA",21,4,4
"4860","[Mug Shot — «Cleveland»]","03 Series City Scenes","Cleveland","USA",21,5,1
"4861","[Mug Shot — «Chicago Deco Mug»]","04 Art Deco Style","Chicago","USA",24,5,0
"4862","[Mug Shot — «Chicago»]","03 Series City Scenes","Chicago","USA",35,6,2
"4863","[Mug Shot — «Italia 2003»]","03 Italian Romance Series",NA,"Italy",45,15,1
"4864","[Mug Shot — «Firenze 2003»]","03 Italian Romance Series",NA,"Italy",48,9,2
"4865","[Mug Shot — «Roma 2002»]","02 Italian Romance Series",NA,"USA",43,21,0
"4866","[Mug Shot — «Milano 2002»]","02 Italian Romance Series",NA,"USA",47,7,0
"4867","[Mug Shot — «Canada - No Slogan 18 oz Mug»]","02 Skyline Series City Mugs",NA,"Canada",27,8,1
"4868","[Mug Shot — «Alaska - The last frontier 18 oz Mug»]","02 Skyline Series City Mugs",NA,"USA",34,9,3
"4869","[Mug Shot — «Venezia 2002»]","02 Italian Romance Series",NA,"USA",46,7,0
"4870","[Mug Shot — «New York City»]","01 Barista series","New York City","USA",28,12,0
"4871","[Mug Shot — «Saudi Arabia-made in Thailand»]","94 CITY MUG Collector Seris",NA,"Saudi Arabia",22,3,1
"4872","[Mug Shot — «San Francisco»]","03 Series City Scenes","San Francisco","USA",32,5,1
"4873","[Mug Shot — «San Diego»]","06 Architecture Series","San Diego","USA",75,21,9
"4874","[Mug Shot — «Portland»]","03 Series City Scenes","Portland","USA",29,2,2
"4875","[Mug Shot — «Orange County»]","06 Architecture Series","Orange County","USA",70,19,8
"4876","[Mug Shot — «Niagara Falls»]","06 Architecture Series","Ontario","Canada",71,28,5
"4877","[Mug Shot — «Nagoya»]","Japan Country Series","Nagoya","Japan",56,12,1
"4878","[Mug Shot — «Los Angeles»]","03 Series City Scenes","Los Angeles","USA",31,6,5
"4879","[Mug Shot — «Kyoto»]","Japan Country Series","Kyoto","Japan",209,9,20
"4880","[Mug Shot — «Ireland»]","05 Series Photo Mugs",NA,"Ireland",24,2,1
"4881","[Mug Shot — «Hawaii 2»]","94 CITY MUG Collector Seris","Hawaii","USA",65,4,4
"4882","[Mug Shot — «2005 Guatemala»]","Coffee Origin Series",NA,"USA",7,2,1
"4883","[Mug Shot — «Dallas - Big D 18 oz Mug»]","02 Skyline Series City Mugs","Dallas","USA",29,6,0
"4884","[Mug Shot — «Chicago - The Windy City 18 oz Mug»]","02 Skyline Series City Mugs","Chicago","USA",48,8,4
"4885","[Mug Shot — «Beijing»]","Asian Artsy Design Mugs","Beijing","China",26,3,1
"4886","[Mug Shot — «Washington D.C.»]","97 States of Bean Mugs","Washington D.C.","USA",16,7,0
"4887","[Mug Shot — «Virginia State»]","97 States of Bean Mugs",NA,"USA",19,6,2
"4888","[Mug Shot — «Washington State»]","Rejected Prototype",NA,"USA",10,8,0
"4889","[Mug Shot — «London - Happy Holidays 2008»]","Holiday Mugs","London","United Kingdom",47,27,2
"4890","[Mug Shot — «Seattle - Happy Holidays 2008»]","Holiday Mugs","Seattle","USA",59,16,3
"4891","[Mug Shot — «Hawaii - Happy Holidays 2008»]","Holiday Mugs",NA,"USA",36,28,2
"4892","[Mug Shot — «San Francisco - Happy Holidays 2008»]","Holiday Mugs","San Francisco","USA",57,18,1
"4893","[Mug Shot — «Chicago - Happy Holidays 2008»]","Holiday Mugs","Chicago","USA",55,17,1
"4894","[Mug Shot — «New York - Happy Holidays 2008»]","Holiday Mugs","New York","USA",61,22,2
"4895","[Mug Shot — «Chile - Rapa Nui»]","08 Icon Edition",NA,"Chile",450,161,21
"4896","[Mug Shot — «Ruhrgebiet - Zollverein Coal Mine Industrial Complex»]","08 Icon Edition","Ruhrgebiet","Germany",554,91,56
"4897","[Mug Shot — «Stuttgart - Coat Of Arms»]","08 Icon Edition","Stuttgart","Germany",578,113,58
"4898","[Mug Shot — «Whistler - Ski Paradise»]","08 Icon Edition","Whistler","Canada",430,267,12
"4899","[Mug Shot — «Saudi Arabia Made by Rastal»]","94 CITY MUG Collector Seris",NA,"Saudi Arabia",30,2,1
"4900","[Mug Shot — «Thessaloniki-Made by Rastal»]","94 CITY MUG Collector Seris","Thessaloniki","Greece",33,5,3
"4901","[Mug Shot — «Patra-Made by Rastal»]","94 CITY MUG Collector Seris","Patra","Greece",43,3,5
"4902","[Mug Shot — «Shanghai - Yulan Magnolia»]","08 Icon Edition","Shanghai","China",569,129,43
"4903","[Mug Shot — «Brussels»]","94 CITY MUG Collector Seris","Brussels","Belgium",67,6,6
"4904","[Mug Shot — «Dallas - M-line Streetcar»]","08 Icon Edition","Dallas","USA",571,176,37
"4905","[Mug Shot — «Twin Cities»]","06 Architecture Series","Minneapolis / St. Paul","USA",65,12,4
"4906","[Mug Shot — «Orlando ""The Beautiful City""»]","06 Architecture Series","Orlando","USA",76,21,6
"4907","[Mug Shot — «New Zealand 12 Oz»]","94 CITY MUG Collector Seris",NA,"New Zealand",32,3,2
"4908","[Mug Shot — «Jacksonville ""Where Florida Begins""»]","06 Architecture Series","Jacksonville","USA",42,24,4
"4909","[Mug Shot — «Hong Kong- Made in Thailand»]","94 CITY MUG Collector Seris","Hong Kong","China",91,6,14
"4910","[Mug Shot — «Geneva- made by Rastal»]","94 CITY MUG Collector Seris","Geneva","Switzerland",42,4,3
"4911","[Mug Shot — «Shakespeare»]","94 CITY MUG Collector Seris","England","United Kingdom",82,1,2
"4912","[Mug Shot — «Dalian»]","94 CITY MUG Collector Seris","Dalian","China",31,4,1
"4913","[Mug Shot — «Cyprus - Made in England»]","94 CITY MUG Collector Seris",NA,"Cyprus",34,4,6
"4914","[Mug Shot — «30 Million»]","94 CITY MUG Collector Seris","Chongqing","China",32,3,0
"4915","[Mug Shot — «The End of the World, 12Oz»]","94 CITY MUG Collector Seris",NA,"Chile",42,2,1
"4916","[Mug Shot — «Panda»]","94 CITY MUG Collector Seris","Chengdu","China",44,6,2
"4917","[Mug Shot — «Cebu I»]","94 CITY MUG Collector Seris","Cebu","Philippines",36,6,2
"4918","[Mug Shot — «Canberra - Made in Thailand 20 Oz»]","94 CITY MUG Collector Seris","Canberra","Australia",24,10,4
"4919","[Mug Shot — «Turkish Snow»]","94 CITY MUG Collector Seris","Bursa","Turkey",39,3,1
"4920","[Mug Shot — «Bern-  Made by Rastal»]","94 CITY MUG Collector Seris","Bern","Switzerland",30,7,0
"4921","[Mug Shot — «Basel»]","94 CITY MUG Collector Seris","Basel","Switzerland",38,3,5
"4922","[Mug Shot — «Monterrey - Fountain Of Life»]","08 Icon Edition","Monterrey","Mexico",21,409,1
"4923","[Mug Shot — «Angels?»]","94 CITY MUG Collector Seris","Bangkok","Thailand",111,3,17
"4924","[Mug Shot — «Canada - Maple Leaf»]","08 Icon Edition",NA,"Canada",810,146,65
"4925","[Mug Shot — «Bandung 12 Oz»]","94 CITY MUG Collector Seris","Bandung","Indonesia",41,2,0
"4926","[Mug Shot — «Puerto Vallarta I - Malecon Seahorse Statue»]","08 Icon Edition","Puerto Vallarta","Mexico",28,415,0
"4927","[Mug Shot — «Peace»]","94 CITY MUG Collector Seris","Bali","Indonesia",90,4,9
"4928","[Mug Shot — «Vancouver Island - Killer Whale Games»]","08 Icon Edition","Vancouver Island","Canada",469,258,21
"4929","[Mug Shot — «Bahrain - Made by Rastal»]","94 CITY MUG Collector Seris",NA,"Bahrain",61,2,5
"4930","[Mug Shot — «Bahamas»]","94 CITY MUG Collector Seris","Bahamas","Bahamas",42,5,4
"4931","[Mug Shot — «Veracruz - Mexican Hat Dance»]","08 Icon Edition","Veracruz","Mexico",246,233,13
"4932","[Mug Shot — «Auckland»]","94 CITY MUG Collector Seris","Auckland","New Zealand",29,9,0
"4933","[Mug Shot — «Athens 2-Made in England 2002»]","94 CITY MUG Collector Seris","Athens","Greece",51,5,3
"4934","[Mug Shot — «Kiel - The Sea Cloud»]","08 Icon Edition","Kiel","Germany",521,104,41
"4935","[Mug Shot — «Ankara made by Rastal»]","94 CITY MUG Collector Seris","Ankara","Turkey",42,4,2
"4936","[Mug Shot — «Aachen»]","94 CITY MUG Collector Seris","Aachen","Germany",44,10,3
"4937","[Mug Shot — «Yokohama»]","Japan Country Series","Yokohama","Japan",51,19,0
"4938","[Mug Shot — «Zurich - Tram Museum»]","08 Icon Edition","Zurich","Switzerland",542,167,24
"4939","[Mug Shot — «Barcelona I (made in Thailand)»]","94 CITY MUG Collector Seris","Barcelona","Spain",30,10,2
"4940","[Mug Shot — «Zhengzhou - Erqi Memorial Tower»]","08 Icon Edition","Zhengzhou","China",260,162,18
"4941","[Mug Shot — «Xian - Terracota Army»]","08 Icon Edition","Xian","China",362,164,20
