"OPEID","Name","Address","City","State","State Desc","Zip Code","Zip Ext","Program Length","Sch Type","Year 1","Num 1","Denom 1","DRate 1","PRate 1","Ethnic Code","Cong Dis","Region","Average or Greater Than 30","Year 2","Num 2","Denom 2","DRate 2","PRate 2","Year 3","Num 3","Denom 3","DRate 3","PRate 3"
"041937","JOHN PAUL THE GREAT CATHOLIC UNIVERSITY","155 WEST GRAND AVENUE","ESCONDIDO","CA","CALIFORNIA","92025","2601","8","2","2012","N/A","N/A","N/A","B","5","52","09","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"041938","SHEPHERDS COLLEGE","1805 15TH AVENUE","UNION GROVE","WI","WISCONSIN","53182","1527","4","2","2012","N/A","N/A","N/A","A","5","1","05","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"041940","SCHOOL DISTRICT OF INDIAN RIVER COUNTY, ADULT AND COMMUNITY EDU C","1426 19TH STREET","VERO BEACH","FL","FLORIDA","32960","3527","3","1","2012","N/A","N/A","N/A","A","5","8","04","0","2011","","","","","2010","N/A","N/A","N/A",""
"041942","APARICIO-LEVY TECHNICAL CENTER","10119 EAST ELLICOTT STREET","TAMPA","FL","FLORIDA","33610","9666","3","1","2012","N/A","N/A","N/A","A","5","14","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
"041943","COLTON-REDLANDS-YUCAIPA REGIONAL OCCUPATIONAL PROGRAM","1214 INDIANA COURT","REDLANDS","CA","CALIFORNIA","92374","2896","3","1","2012","N/A","N/A","N/A","A","5","41","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"041944","AMERICAN COLLEGE OF HEALTHCARE SCIENCES","5005 SOUTHWEST MACADAM AVENUE","PORTLAND","OR","OREGON","97239","3914","8","3","2012","N/A","N/A","N/A","A","5","5","10","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"041945","AVEDA INSTITUTE TUCSON","845 NORTH PARK AVENUE              SUITE 105","TUCSON","AZ","ARIZONA","85719","4876","3","3","2012","N/A","N/A","N/A","B","5","7","09","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"041946","BRAND COLLEGE","529 HAHN AVENUE, SUITE 101","GLENDALE","CA","CALIFORNIA","91203","3646","3","3","2012","N/A","N/A","N/A","A","5","29","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"041949","TILLAMOOK BAY COMMUNITY COLLEGE","4301 THIRD STREET","TILLAMOOK","OR","OREGON","97141","2807","5","1","2012","1400","8097","17.2","P","5","5","10","0","2011","1187","7174","16.5","P","2010","972","4775","20.3","P"
"041951","AMBIANCE BEAUTY & BARBER ACADEMY","682 WICKHAM ROAD","MELBOURNE","FL","FLORIDA","32935","8771","3","3","2012","N/A","N/A","N/A","A","5","15","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"041952","DIAMOND BEAUTY COLLEGE","10301 GARVEY AVENUE                SUITE 200","SOUTH EL MONTE","CA","CALIFORNIA","91733","2180","3","3","2012","N/A","N/A","N/A","A","5","32","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"041953","LONGS PEAK ACADEMY","700 KEN PRATT BOULEVARD            SUITE 510","LONGMONT","CO","COLORADO","80501","6458","4","3","2012","N/A","N/A","N/A","A","5","4","08","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"041954","NCP COLLEGE OF NURSING","257 LONGFORD DRIVE                 ROOM 5","SOUTH SAN FRANCISCO","CA","CALIFORNIA","94080","1005","3","3","2012","N/A","N/A","N/A","A","5","12","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"041956","TRIBECA FLASHPOINT COLLEGE","28 NORTH CLARK STREET              5TH FLOOR","CHICAGO","IL","ILLINOIS","60602","2716","6","3","2012","N/A","N/A","N/A","A","5","7","05","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"041975","UNIVERSITY ACADEMY OF HAIR DESIGN","3400 MCFARLAND BOULEVARD           SUITE #3","NORTHPORT","AL","ALABAMA","35476","3100","3","3","2012","N/A","N/A","N/A","A","5","6","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"041976","FLORIDA INSTITUTE OF RECORDING, SOUND AND TECHNOLOGY","2309 SILVER STAR ROAD","ORLANDO","FL","FLORIDA","32804","3309","0","3","2012","N/A","N/A","N/A","A","5","8","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042025","GRADUATE SCHOOL","600 MARYLAND AVENUE SW             SUITE 330","WASHINGTON","DC","DISTRICT OF","20024","2520","5","2","2012","N/A","N/A","N/A","A","5","0","03","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
"042026","NEW DIMENSIONS BEAUTY ACADEMY","10158 SOUTH PARKER ROAD            SUITE A","PARKER","CO","COLORADO","80138","9801","4","3","2012","N/A","N/A","N/A","B","5","6","08","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042028","PANACHE ACADEMY OF BEAUTY","1120 ZAP DRIVE","LAKE DELTON","WI","WISCONSIN","53940","9700","4","3","2012","N/A","N/A","N/A","B","5","2","05","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042031","PAUL MITCHELL THE SCHOOL RENO","1600 HOLCOMB AVENUE","RENO","NV","NEVADA","89502","3356","4","3","2012","3","13","23","B","5","2","09","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042032","BOISE BARBER COLLEGE","3027 NORTH COLE ROAD","BOISE","ID","IDAHO","83704","5919","4","3","2012","N/A","N/A","N/A","B","5","2","10","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042033","AVEDA INSTITUTE DES MOINES","6905 MILLS CIVIC PARKWAY SUITE 120","DES MOINES","IA","IOWA","50266","8137","4","3","2012","3","27","11.1","B","5","4","07","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042034","ARKANSAS STATE UNIVERSITY - NEWPORT","7648 VICTORY BOULEVARD","NEWPORT","AR","ARKANSAS","72112","9073","5","1","2012","482","4719","10.2","P","5","1","06","0","2011","686","4673","14.6","P","2010","649","3490","18.5","S"
"042035","AUSTIN KADE ACADEMY","1646 SOUTH WOODRUFF AVENUE         SUITE 1","IDAHO FALLS","ID","IDAHO","83404","5540","4","3","2012","0","12","0","B","5","2","10","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042036","FRANKLIN HAIR ACADEMY SCHOOL OF COSMETOLOGY","595 HILLSBORO ROAD, SUITE 325","FRANKLIN","TN","TENNESSEE","37064","2126","3","3","2012","N/A","N/A","N/A","A","5","7","04","0","2011","","","","","2010","N/A","N/A","N/A",""
"042038","WOODRUFF MEDICAL TRAINING AND TESTING","2637 NORTH DECATUR ROAD","DECATUR","GA","GEORGIA","30033","6103","2","3","2012","N/A","N/A","N/A","A","5","4","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042040","ASPEN BEAUTY ACADEMY - LAUREL","3535 FORT MEADE ROAD","LAUREL","MD","MARYLAND","20724","2013","3","3","2012","N/A","N/A","N/A","B","5","3","03","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042043","AESTHETIC SCIENCE INSTITUTE (THE)","1202 TROY-SCHENECTADY ROAD","LATHAM","NY","NEW YORK","12110","1095","3","3","2012","N/A","N/A","N/A","A","5","21","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042045","ELAINE STERLING INSTITUTE(THE)","4840 ROSWELL ROAD NE               BUILDING E,SUIT","SANDY SPRINGS","GA","GEORGIA","30342","2633","3","3","2012","N/A","N/A","N/A","B","5","5","04","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042046","BEAUTY AND HEALTH INSTITUTE","11309 COUNTRYWAY BOULEVARD","TAMPA","FL","FLORIDA","33626","2610","2","3","2012","N/A","N/A","N/A","A","5","12","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
"042047","PAUL MITCHELL THE SCHOOL RALEIGH","8551 GLENWOOD AVENUE               SUITE 100","RALEIGH","NC","NORTH CAROLINA","27612","7358","3","3","2012","N/A","N/A","N/A","B","5","13","04","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042048","AMERICAN COLLEGE OF BARBERING","11320 NORTH PRESTON HIGHWAY","LOUISVILLE","KY","KENTUCKY","40229","2862","3","3","2012","N/A","N/A","N/A","A","5","3","04","0","2011","","","","","2010","N/A","N/A","N/A",""
"042052","WADE GORDON HAIRDRESSING ACADEMY","7701 INTERSTATE 40 WEST            SUITE 550","AMARILLO","TX","TEXAS","79121","0548","3","3","2012","N/A","N/A","N/A","A","5","13","06","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042053","MITSU SATO HAIR ACADEMY","9062 METCALF AVENUE","OVERLAND PARK","KS","KANSAS","66212","1457","3","3","2012","N/A","N/A","N/A","A","5","3","07","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042055","LIL LOU'S BEAUTY AND BARBER COLLEGE","4853  BROADWAY","GARY","IN","INDIANA","46409","2404","3","3","2012","N/A","N/A","N/A","B","5","1","05","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042058","SAE INSTITUTE OF TECHNOLOGY, LOS ANGELES","6700 SANTA MONICA BOULEVARD","LOS ANGELES","CA","CALIFORNIA","90028","7219","3","3","2012","N/A","N/A","N/A","B","5","33","09","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042062","DIGITAL FILM ACADEMY","630 9TH AVENUE - SUITE 901","NEW YORK","NY","NEW YORK","10036","3708","3","3","2012","N/A","N/A","N/A","A","5","8","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042063","FLORIDA VOCATIONAL INSTITUTE","7757 WEST FLAGLER STREET           SUITE 220","MIAMI","FL","FLORIDA","33154","3762","3","3","2012","N/A","N/A","N/A","A","5","18","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042064","HELMS COLLEGE","5171 EISENHOWER PARKWAY","MACON","GA","GEORGIA","31206","5309","3","2","2012","N/A","N/A","N/A","A","5","8","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042065","MYCOMPUTERCAREER.COM","5511 CAPITAL CENTER DRIVE          SUITE 204","RALEIGH","NC","NORTH CAROLINA","27606","3365","3","3","2012","N/A","N/A","N/A","B","5","13","04","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042066","SAE INSTITUTE OF TECHNOLOGY - ATLANTA","215 PEACHTREE STREET               SUITE 300","ATLANTA","GA","GEORGIA","30303","1736","5","3","2012","N/A","N/A","N/A","A","5","5","04","0","2011","N/A","N/A","N/A","B","2010","N/A","N/A","N/A","A"
"042067","ELITE WELDING ACADEMY","9740 NEAR DRIVE","CINCINNATI","OH","OHIO","45246","1013","3","3","2012","N/A","N/A","N/A","A","5","8","05","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
"042068","ADVANCE BEAUTY TECHS ACADEMY","641 NORTH STATE STREET             SUITE 1","SAN JACINTO","CA","CALIFORNIA","92583","6572","3","3","2012","N/A","N/A","N/A","A","5","41","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042070","SCHOOL OF MISSIONARY AVIATION TECHNOLOGY","468 EAST SPRAGUE ROAD              D 175","IONIA","MI","MICHIGAN","48846","7412","4","2","2012","N/A","N/A","N/A","B","5","3","05","1","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042072","ACADEMY DI FIRENZE","149 WEST MAIN STREET","JEROME","ID","IDAHO","83338","2329","4","3","2012","N/A","N/A","N/A","A","5","2","10","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042074","YESHIVA GEDOLA OHR YISRAEL","2899 NOSTRAND AVENUE","BROOKLYN","NY","NEW YORK","11229","1817","7","2","2012","N/A","N/A","N/A","A","5","9","02","0","2011","","","","","2010","N/A","N/A","N/A",""
"042075","MEDICAL CAREER INSTITUTE","901 WEST PARK AVENUE","OCEAN","NJ","NEW JERSEY","07712","7202","4","3","2012","N/A","N/A","N/A","A","5","6","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042076","AMERICAN ACADEMY OF PERSONAL TRAINING","138 WEST 14TH STREET","NEW YORK","NY","NEW YORK","10011","7301","0","3","2012","N/A","N/A","N/A","A","5","10","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042079","SAE INSTITUTE OF TECHNOLOGY - MIAMI","16051 W. DIXIE HIGHWAY             SUITE 200","NORTH MIAMI BEACH","FL","FLORIDA","33160","4307","3","3","2012","N/A","N/A","N/A","A","5","17","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042081","UKIAH ADULT SCHOOL","1056 NORTH BUSH STREET","UKIAH","CA","CALIFORNIA","95482","3865","3","1","2012","N/A","N/A","N/A","A","5","1","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042084","RIVERSIDE COUNTY OFFICE OF EDUCATION","9825 COUNTY FARM ROAD","RIVERSIDE","CA","CALIFORNIA","92503","3504","3","1","2012","N/A","N/A","N/A","A","5","41","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042086","RELAY GRADUATE SCHOOL OF EDUCATION","40 WEST 20TH STREET                7TH FLOOR","NEW YORK","NY","NEW YORK","10011","4233","8","2","2012","N/A","N/A","N/A","A","5","8","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042087","COLORADO STATE UNIVERSITY - GLOBAL CAMPUS","8000 EAST MAPLEWOOD AVENUE         BUILDING 5, SUI","GREENWOOD VILLAGE","CO","COLORADO","80111","0000","8","1","2012","423","8662","4.8","B","5","6","08","1","2011","327","8109","4","B","2010","202","4138","4.8","P"
"042088","GLORIA FRANCIS SCHOOL OF MAKE-UP ARTISTRY","2 NELSON AVENUE","HICKSVILLE","NY","NEW YORK","11801","3873","3","3","2012","N/A","N/A","N/A","A","5","3","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
"042089","ADVANCED CAREER INSTITUTE","1728 NORTH KELSEY STREET","VISALIA","CA","CALIFORNIA","93291","9254","2","3","2012","N/A","N/A","N/A","A","5","21","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042090","SAN FRANCISCO COLLEGE OF COSMETOLOGY","2075 MISSION STREET","SAN FRANCISCO","CA","CALIFORNIA","94110","1217","3","3","2012","N/A","N/A","N/A","A","5","12","09","0","2011","","","","","2010","N/A","N/A","N/A",""
"042093","PAUL MITCHELL THE SCHOOL - OVERLAND PARK","8731 WEST 95TH STREET","OVERLAND PARK","KS","KANSAS","66212","4050","3","3","2012","N/A","N/A","N/A","A","5","3","07","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042095","SHEAR FINESSE HAIRSTYLING ACADEMY","5238-2 NORWOOD AVENUE","JACKSONVILLE","FL","FLORIDA","32208","5005","3","3","2012","N/A","N/A","N/A","A","5","3","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042096","INSTITUTE OF HEALTH SCIENCES","11031 MCCORMICK ROAD","HUNT VALLEY","MD","MARYLAND","21031","1408","3","3","2012","N/A","N/A","N/A","A","5","1","03","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042098","HINTON BARBER AND BEAUTY COLLEGE","1800 SPRINGS ROAD.","VALLEJO","CA","CALIFORNIA","94591","4547","3","3","2012","N/A","N/A","N/A","A","5","7","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042101","STELLA AND CHARLES GUTTMAN COMMUNITY COLLEGE","50 WEST 40TH STREET","NEW YORK","NY","NEW YORK","10018","2602","5","1","2012","N/A","N/A","N/A","A","5","12","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042102","MID-SOUTH CHRISTIAN COLLEGE","3097 KNIGHT ROAD","MEMPHIS","TN","TENNESSEE","38118","3151","6","2","2012","N/A","N/A","N/A","A","5","9","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042103","MEDSPA ACADEMIES","10714 SOUTH RIVER FRONT PARKWAY","SOUTH JORDAN","UT","UTAH","84095","3519","3","3","2012","N/A","N/A","N/A","A","5","3","08","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042104","BETH MEDRASH MEOR YITZCHOK","85 DYKSTRAS WAY EAST","MONSEY","NY","NEW YORK","10952","4023","7","2","2012","N/A","N/A","N/A","A","5","17","02","0","2011","","","","","2010","N/A","N/A","N/A",""
"042106","ADVANCED COMPUTING INSTITUTE","3470 WILSHIRE BOULEVARD            SUITE 1100","LOS ANGELES","CA","CALIFORNIA","90010","3911","5","3","2012","N/A","N/A","N/A","A","5","34","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042107","NEW YORK INSTITUTE OF BEAUTY","11 OVAL DRIVE                      SUITE 180","ISLANDIA","NY","NEW YORK","11749","1479","2","3","2012","N/A","N/A","N/A","A","5","2","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042108","ULTRASOUND MEDICAL INSTITUTE","1177 HYPOLUXO ROAD                 SUITE 201","LANTANA","FL","FLORIDA","33462","4221","4","3","2012","N/A","N/A","N/A","A","5","23","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042110","SALON PROFESSIONAL ACADEMY (THE)","4925 UNIVERSITY DRIVE              SUITE 134","HUNTSVILLE","AL","ALABAMA","35816","1849","3","3","2012","N/A","N/A","N/A","A","5","5","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042112","BRIGHTON INSTITUTE OF COSMETOLOGY","10543 CITATION DRIVE","BRIGHTON","MI","MICHIGAN","48116","8360","3","3","2012","N/A","N/A","N/A","A","5","8","05","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042115","BEAUTIFUL YOU SCHOOL OF NAIL TECHNOLOGY","1830 NORTH MAIN STREET","CEDAR CITY","UT","UTAH","84721","8360","3","3","2012","N/A","N/A","N/A","A","5","2","08","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042117","HARMON'S BEAUTY SCHOOL","7760 LANDOVER ROAD","LANDOVER","MD","MARYLAND","20785","2135","3","3","2012","N/A","N/A","N/A","A","5","4","03","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042118","COLLEGE OF WESTERN IDAHO","5500 EAST OPPORTUNITY DRIVE","NAMPA","ID","IDAHO","83687","5505","5","1","2012","859","3674","23.3","B","5","1","10","1","2011","403","1987","20.2","B","2010","259","1165","22.2","P"
"042119","XAVIER COLLEGE SCHOOL OF NURSING","1130 NORTH EL DORADO STREET","STOCKTON","CA","CALIFORNIA","95202","1332","3","3","2012","N/A","N/A","N/A","A","5","18","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042120","LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY","810 NORTH 10TH AVENUE","HANFORD","CA","CALIFORNIA","93230","4102","3","3","2012","N/A","N/A","N/A","A","5","21","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042121","ACADEMY OF SALON PROFESSIONALS","2414 SOUTH LIMIT AVENUE","SEDALIA","MO","MISSOURI","65301","6910","3","3","2012","N/A","N/A","N/A","A","5","4","07","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042124","MINGO EXTENDED LEARNING CENTER","RURAL ROUTE 2 BOX 52A","DELBARTON","WV","WEST VIRGINIA","25670","9797","3","1","2012","N/A","N/A","N/A","A","5","3","03","0","2011","","","","","2010","N/A","N/A","N/A",""
"042125","CACTUS ACADEMY (THE)","630 OLD COUNTRY ROAD               SUITE 0503A","GARDEN CITY","NY","NEW YORK","11530","3402","3","3","2012","N/A","N/A","N/A","A","5","4","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042126","COSMIX SCHOOL OF MAKEUP ARTISTRY","2635 EAST OAKLAND PARK BOULEVARD","FORT LAUDERDALE","FL","FLORIDA","33306","1640","0","3","2012","N/A","N/A","N/A","A","5","22","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
"042129","UNIVERSITY COLLEGE BIRMINGHAM","SUMMER ROW","BIRMINGHAM","FC","ENGLAND","B31JB","","8","5","2012","N/A","N/A","N/A","A","5","","11","0","2011","","","","","2010","N/A","N/A","N/A",""
"042132","KAIZEN BEAUTY ACADEMY","8405 PINES BOULEVARD","PEMBROKE PINES","FL","FLORIDA","33024","6609","3","3","2012","N/A","N/A","N/A","A","5","23","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042133","SOUTHERN TEXAS CAREERS ACADEMY","601 EAST NOLANA                    SUITE C","MCALLEN","TX","TEXAS","78504","2569","3","3","2012","N/A","N/A","N/A","A","5","15","06","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042134","ACCESS CAREERS","474 FULTON AVENUE, SUITE 201","HEMPSTEAD","NY","NEW YORK","11550","0000","3","3","2012","N/A","N/A","N/A","A","5","4","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
"042135","SHARP EDGEZ BARBER INSTITUTE","758 SOUTH AVENUE","ROCHESTER","NY","NEW YORK","14620","0000","2","3","2012","N/A","N/A","N/A","A","5","25","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042136","RIVER VALLEY COSMETOLOGY INSTITUTE","1309 SOUTH BROADWAY AVENUE","POTEAU","OK","OKLAHOMA","74953","5260","3","3","2012","N/A","N/A","N/A","A","5","2","06","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
"042138","SALON PROFESSIONAL ACADEMY (THE)","2710 OLD LEBANON ROAD, SUITE 6","NASHVILLE","TN","TENNESSEE","37214","2163","3","3","2012","N/A","N/A","N/A","A","5","5","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042141","COSMOTECH SCHOOL OF COSMETOLOGY","39 MECHANIC STREET, SUITE 500","WESTBROOK","ME","MAINE","04092","2878","3","3","2012","N/A","N/A","N/A","A","5","1","01","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042145","PRESTIGE HEALTH & BEAUTY SCIENCES ACADEMY","3845 NORTH EAST 163RD STREET","NORTH MIAMI BEACH","FL","FLORIDA","33160","4102","3","3","2012","N/A","N/A","N/A","A","5","24","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042146","GRACE COLLEGE OF BARBERING","1206 DICKINSON AVENUE","GREENVILLE","NC","NORTH CAROLINA","27834","3973","3","2","2012","N/A","N/A","N/A","A","5","3","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042147","LUCKES BEAUTY ACADEMY","888 J. CLYDE MORRIS BOULEVARD","NEWPORT  NEWS","VA","VIRGINIA","23601","1303","3","3","2012","N/A","N/A","N/A","A","5","2","03","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
"042150","TOTAL TRANSFORMATION INSTITUTE OF COSMETOLOGY","907 HIGHWAY 80","SAN MARCOS","TX","TEXAS","78666","8115","3","3","2012","N/A","N/A","N/A","A","5","35","06","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042151","CALIFORNIA CAREER INSTITUTE","12141 BROOKHURST STREET            SUITE 101","GARDEN GROVE","CA","CALIFORNIA","92840","2816","3","3","2012","N/A","N/A","N/A","A","5","47","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042152","VIBE BARBER COLLEGE","623 CHELSEA AVENUE","MEMPHIS","TN","TENNESSEE","38107","2538","3","3","2012","N/A","N/A","N/A","A","5","9","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
"042153","COSMO FACTORY COSMETOLOGY ACADEMY (THE)","131 FRONT STREET                   SUITE B","SANTA CRUZ","CA","CALIFORNIA","95060","4401","3","3","2012","N/A","N/A","N/A","A","5","17","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042154","GRACE SCHOOL OF THEOLOGY","3705 COLLEGE PARK DRIVE            SUITE 140","CONROE","TX","TEXAS","77384","4894","8","2","2012","N/A","N/A","N/A","A","5","8","06","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042155","CHAMP'S BARBER SCHOOL","54 & 56 WEST KING STREET","LANCASTER","PA","PENNSYLVANIA","17603","3809","3","3","2012","N/A","N/A","N/A","A","5","16","03","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
"042156","AMERICAN INSTITUTE OF PHARMACEUTICAL TECHNOLOGY","210 LEE PLACE","HACKENSACK","NJ","NEW JERSEY","07601","9991","4","3","2012","N/A","N/A","N/A","A","5","5","02","0","2011","","","","","2010","N/A","N/A","N/A",""
"042159","YESHIVA GEDOLAH KESSER TORAH","28 CEDAR LANE","MONSEY","NY","NEW YORK","10952","2127","7","2","2012","N/A","N/A","N/A","A","5","17","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042160","UNIVERSAL TRAINING INSTITUTE","174 JEFFERSON STREET","PERTH AMBOY","NJ","NEW JERSEY","08861","4106","3","3","2012","N/A","N/A","N/A","A","5","6","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042161","YESHIVA YESODEI HATORAH","2 YESODEI COURT","LAKEWOOD","NJ","NEW JERSEY","08701","4946","6","2","2012","N/A","N/A","N/A","A","5","4","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042165","RIZZIERI INSTITUTE","8102 TOWN CENTER BOULEVARD","VOORHEES","NJ","NEW JERSEY","08043","1911","2","3","2012","N/A","N/A","N/A","A","5","1","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042166","AZURE COLLEGE","1525  NW 167TH STREET","MIAMI GARDENS","FL","FLORIDA","33169","5345","5","3","2012","N/A","N/A","N/A","A","5","24","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
"042168","BONNIE JOSEPH ACADEMY OF COSMETOLOGY & BARBERING","164 SOUTH MAIN STREET","HEBER CITY","UT","UTAH","84032","2044","4","3","2012","N/A","N/A","N/A","A","5","2","08","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042169","SAN IGNACIO COLLEGE","10395 NORTHWEST 41ST STREET        SUITE 125","DORAL","FL","FLORIDA","33178","2350","5","3","2012","N/A","N/A","N/A","A","5","25","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
"042170","HEALTHCARE TRAINING INSTITUTE","322 WILLIAMS BOULEVARD","KENNER","LA","LOUISIANA","70062","7630","4","3","2012","N/A","N/A","N/A","A","5","2","06","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"042171","RUDOLF STEINER COLLEGE","9200 FAIR OAKS BOULEVARD","FAIR OAKS","CA","CALIFORNIA","95628","6811","8","2","2012","N/A","N/A","N/A","A","5","7","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A",""
