OPEID,SCHOOL,ADDR,CITY,STATE,ST_DESC,ZIP,ZIP_EXT,Country,LONGEST PROGRAM LENGTH,SCHOOL TYPE,COHORT YEAR,NUMBER IN DEFAULT,NUMBER ENTERING REPAYMENT,DEFAULT RATE,PRATE,ETH_CERT,PROGRAM,CON_DIST,REGION,AVGOR_GE30
008864,Arizona Academy of Beauty,5631 East Speedway Boulevard,Tucson,AZ,Arizona,85712,5021,,Non-Degree 1 Year (900-1799 hours),Prop,2009,5,31,16.1,A,,B,08,09,1
031150,Arizona College of Allied Health,4425 West Olive Avenue,Glendale,AZ,Arizona,85302,3843,,Associate's Degree,Prop,2009,64,316,20.2,A,,B,02,09,1
024915,Southwest University of Visual Arts,2525 North Country Club Road,Tucson,AZ,Arizona,85716,2505,,Master's Degree or Doctor's Degree,Prop,2009,33,210,15.7,A,,B,08,09,1
031004,Coconino County Community College,2800 South Lone Tree Road,Flagstaff,AZ,Arizona,86001,2701,,Associate's Degree,Pub,2009,58,223,26,A,,B,01,09,1
040513,Art Institute of Phoenix (The),2233 West Dunlap Avenue,Phoenix,AZ,Arizona,85021,2859,,Bachelor's Degree,Prop,2009,3062,11626,26.3,P,,B,3,09,1
001079,Yavapai College,1100 East Sheldon Street,Prescott,AZ,Arizona,86301,3297,,Associate's Degree,Pub,2009,68,314,21.6,A,,B,01,09,1
001077,Mesa Community College,1833 West Southern Avenue,Mesa,AZ,Arizona,85202,4866,,Associate's Degree,Pub,2009,522,2535,20.5,A,,B,05,09,1
022203,Empire Beauty School,2727 West Glendale Avenue,Phoenix,AZ,Arizona,85051,8499,,Non-Degree 1 Year (900-1799 hours),Prop,2009,32,131,24.4,A,,B,03,09,1
021006,Carrington College,8503 North 27th Avenue,Phoenix,AZ,Arizona,85015,4096,,Bachelor's Degree,Prop,2009,718,3054,23.5,P,,B,04,09,1
030050,Safford College of Beauty Culture,1550 Thatcher Boulevard,Safford,AZ,Arizona,85546,3309,,Non-Degree 1 Year (900-1799 hours),Prop,2009,4,11,36.3,A,,B,01,09,1
026236,Paradise Valley Community College,18401 North 32nd Street,Phoenix,AZ,Arizona,85032,1210,,Associate's Degree,Pub,2009,103,610,16.8,A,,B,03,09,1
031563,Estrella Mountain Community College,3000 North Dysart Road,Avondale,AZ,Arizona,85392,1010,,Associate's Degree,Pub,2009,118,617,19.1,A,,B,07,09,1
007113,Arizona Christian University,2625 East Cactus Road,Phoenix,AZ,Arizona,85032,7097,,Bachelor's Degree,Priv,2009,12,120,10,A,,B,03,09,1
010858,Avalon School of Cosmetology,2111 South Alma School Road,Mesa,AZ,Arizona,85210,4010,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,28,127,22,A,,B,05,09,1
041209,Arizona Culinary Institute,10585 North 114th Street,Scottsdale,AZ,Arizona,85259,4939,,Non-Degree 1 Year (900-1799 hours),Prop,2009,13,96,13.5,A,,B,5,09,1
001072,Cochise College,4190 West Highway 80,Douglas,AZ,Arizona,85607,6190,,Associate's Degree,Pub,2009,93,383,24.2,A,,B,08,09,1
021466,South Mountain Community College,7050 South 24th Street,Phoenix,AZ,Arizona,85040,5898,,Associate's Degree,Pub,2009,25,121,20.6,A,,B,04,09,1
020712,Kaplan College,13610 North Black Canyon Highway,Phoenix,AZ,Arizona,85029,4349,,Associate's Degree,Prop,2009,49,273,17.9,A,,B,03,09,1
001078,Phoenix College,1202 West Thomas Road,Phoenix,AZ,Arizona,85013,4234,,Associate's Degree,Pub,2009,189,930,20.3,A,,B,04,09,1
001074,Grand Canyon University,3300 West Camelback Road,Phoenix,AZ,Arizona,85017,3030,,Master's Degree or Doctor's Degree,Prop,2009,1208,7971,15.1,A,,B,04,09,1
021005,Universal Technical Institute,2844 West Deer Valley Road,Phoenix,AZ,Arizona,85027,9969,,Non-Degree 3 Plus Years (>= 2700 hours),Prop,2009,746,4640,16,A,,B,03,09,1
008865,Empire Beauty School,3030 East Speedway Boulevard,Tucson,AZ,Arizona,85716,3999,,Non-Degree 1 Year (900-1799 hours),Prop,2009,41,277,14.8,P,,B,08,09,1
021775,Rio Salado Community College,2323 West 14th Street,Tempe,AZ,Arizona,85281,6948,,Associate's Degree,Pub,2009,449,1964,22.8,A,,B,05,09,1
030344,Conservatory of Recording Arts & Sciences,2300 East Broadway Road,Tempe,AZ,Arizona,85282,1707,,Non-Degree 1 Year (900-1799 hours),Prop,2009,83,499,16.6,A,,B,05,09,1
001076,Glendale Community College,6000 West Olive Avenue,Glendale,AZ,Arizona,85302,3090,,Associate's Degree,Pub,2009,265,1349,19.6,A,,B,02,09,1
011808,Empire Beauty School - Flagstaff,1790 East Route 66,Flagstaff,AZ,Arizona,86004,5119,,Non-Degree 1 Year (900-1799 hours),Prop,2009,35,212,16.5,A,,B,01,09,1
008221,Universal Technical Institute,10695 West Pierce Street,Avondale,AZ,Arizona,85323,7946,,Associate's Degree,Prop,2009,792,5538,14.3,A,,B,04,09,1
022805,Charles of Italy Beauty College,1987 McCulloch Boulevard,Lake Havasu City,AZ,Arizona,86403,5770,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,15,75,20,A,,B,02,09,1
030722,Chandler - Gilbert Community College,2626 East Pecos Road,Chandler,AZ,Arizona,85225,2499,,Associate's Degree,Pub,2009,98,680,14.4,A,,B,06,09,1
038143,Turning Point Beauty College,580 N. Camino Mercado,Casa Grande,AZ,Arizona,85122,4229,,Non-Degree 1 Year (900-1799 hours),Prop,2009,6,21,28.5,A,,B,01,09,1
008304,Scottsdale Community College,9000 East Chaparral Road,Scottsdale,AZ,Arizona,85256,2626,,Associate's Degree,Pub,2009,193,974,19.8,A,,B,05,09,1
030978,Carsten Aveda Institute,3345 South Rural Road,Tempe,AZ,Arizona,85282,5404,,Non-Degree 1 Year (900-1799 hours),Prop,2009,21,140,15,A,,B,05,09,1
011689,Refrigeration School (The),4210 East Washington Street,Phoenix,AZ,Arizona,85034,1894,,Associate's Degree,Prop,2009,81,396,20.4,A,,B,04,09,1
026238,Cortiva Institute - Scottsdale,8010 East  McDowell Road Suite 214,Scottsdale,AZ,Arizona,85257,4218,,Non-Degree 1 Year (900-1799 hours),Prop,2009,14,97,14.4,A,,B,05,09,1
012184,International Academy of Hair Design,1445 West Southern Avenue,Mesa,AZ,Arizona,85202,4887,,Non-Degree 1 Year (900-1799 hours),Prop,2009,19,137,13.8,A,,B,5,09,1
023178,American Institute of Technology,440 South 54th Avenue,Phoenix,AZ,Arizona,85043,4729,,Non-Degree (600-899 hours),Prop,2009,164,672,24.4,A,,B,04,09,1
025590,University of Advancing Computer Technology,2625 West Baseline Road,Tempe,AZ,Arizona,85283,1056,,Master's Degree or Doctor's Degree,Prop,2009,60,360,16.6,A,,B,05,09,1
008303,GateWay Community College,108 North 40th Street,Phoenix,AZ,Arizona,85034,1795,,Associate's Degree,Pub,2009,180,1082,16.6,A,,B,04,09,1
021715,Western International University,9215 North Black Canyon Highway,Phoenix,AZ,Arizona,85021,2718,,Master's Degree or Doctor's Degree,Prop,2009,709,5170,13.7,A,,B,03,09,1
022188,Brookline College,2445 West Dunlap Avenue,Phoenix,AZ,Arizona,85021,5815,,Master's Degree or Doctor's Degree,Prop,2009,193,1366,14.1,A,,B,04,09,1
021999,American Indian College of the Assemblies of God,10020 North 15th Avenue,Phoenix,AZ,Arizona,85021,2199,,Bachelor's Degree,Priv,2009,2,7,28.5,A,,B,03,09,1
035933,Southwest Institute of Healing Arts,1100 East  Apache Boulevard,Tempe,AZ,Arizona,85281,3658,,Associate's Degree,Prop,2009,18,145,12.4,A,,B,05,09,1
020653,Prescott College,220 Grove Avenue,Prescott,AZ,Arizona,86301,2990,,Master's Degree or Doctor's Degree,Priv,2009,38,408,9.3,A,,B,01,09,1
030764,Bryman School of Arizona (The),2250 West Peoria Avenue,Phoenix,AZ,Arizona,85029,4919,,Associate's Degree,Prop,2009,416,3036,13.7,A,,B,03,09,1
012343,Empire Beauty School,9945 West McDowell Road,Avondale,AZ,Arizona,85323,2352,,Non-Degree 1 Year (900-1799 hours),Prop,2009,40,194,20.6,A,,B,02,09,1
036175,Phoenix Institute of Herbal Medicine & Acupuncture,301 East Bethany Home Road,Phoenix,AZ,Arizona,85012,1275,,Master's Degree or Doctor's Degree,Prop,2009,2,12,16.6,A,,B,3,09,1
025215,Lamson College,875 West Elliot Road,Tempe,AZ,Arizona,85284,1141,,Associate's Degree,Prop,2009,102,450,22.6,A,,B,05,09,1
025827,Cortiva Institute - Tucson,6390 East Broadway Boulevard,Tucson,AZ,Arizona,85710,3503,,Non-Degree 1 Year (900-1799 hours),Prop,2009,22,127,17.3,A,,B,07,09,1
022631,Anthem College,1515 East Indian School Road,Phoenix,AZ,Arizona,85014,4973,,Bachelor's Degree,Prop,2009,332,3746,8.8,A,,B,04,09,1
022950,Everest College Phoenix,10400 North 25th Avenue,Phoenix,AZ,Arizona,85021,1610,,Bachelor's Degree,Prop,2009,722,2431,29.6,A,,B,03,09,1
025619,Brillare Hairdressing Academy,15147 North Scottsdale Road,Scottsdale,AZ,Arizona,85254,3301,,Non-Degree 1 Year (900-1799 hours),Prop,2009,29,171,16.9,A,,B,05,09,1
004467,Tucson College,5151 East Broadway Boulevard,Tucson,AZ,Arizona,85711,3781,,Non-Degree 1 Year (900-1799 hours),Prop,2009,95,411,23.1,A,,B,08,09,1
011802,Arizona Academy of Beauty - North,4066 North Oracle Road,Tucson,AZ,Arizona,85705,2720,,Non-Degree 1 Year (900-1799 hours),Prop,2009,5,41,12.1,A,,B,07,09,1
001082,Northern Arizona University,"Gammage, Building #1 Knoles Drive",Flagstaff,AZ,Arizona,86011,0001,,Master's Degree or Doctor's Degree,Pub,2009,338,4567,7.4,A,,B,01,09,1
022171,Pima Medical Institute,3350 East Grant Road,Tucson,AZ,Arizona,85716,2800,,Bachelor's Degree,Prop,2009,662,4644,14.2,A,,B,08,09,1
001083,University of Arizona (The),PO Box 210066,Tucson,AZ,Arizona,85721,0066,,Master's Degree or Doctor's Degree,Pub,2009,295,4841,6,P,,B,07,09,1
034784,Phoenix Seminary,4222 East Thomas Road,Phoenix,AZ,Arizona,85018,7611,,Master's Degree or Doctor's Degree,Priv,2009,0,7,0,A,,B,05,09,1
001081,Arizona State University,Student Financial Assistance Office,Tempe,AZ,Arizona,85287,0412,,Master's Degree or Doctor's Degree,Pub,2009,594,9936,5.9,A,,B,05,09,1
041314,Phoenix School of Law,One North Central Avenue,Phoenix,AZ,Arizona,85004,4418,,Master's Degree or Doctor's Degree,Prop,2009,2,52,3.8,A,,B,4,09,1
036955,Arizona School of Acupuncture and Oriental Medicine,4646 East Fort Lowell Road,Tucson,AZ,Arizona,85712,1100,,Master's Degree or Doctor's Degree,Prop,2009,1,9,11.1,A,,B,08,09,1
040593,Tucson College of Beauty,3955 North Flowing Wells Road,Tucson,AZ,Arizona,85705,2451,,Non-Degree 1 Year (900-1799 hours),Prop,2009,5,50,10,A,,B,7,09,1
012937,Empire Beauty School,12827 N Tatum Boulevard,Phoenix,AZ,Arizona,85032,7730,,Non-Degree 1 Year (900-1799 hours),Prop,2009,11,52,21.1,A,,B,05,09,1
038133,Northcentral University,10000 East University Drive,Prescott Valley,AZ,Arizona,86314,2336,,Master's Degree or Doctor's Degree,Prop,2009,2,16,12.5,A,,B,01,09,1
031070,Southwest College of Naturopathic Medicine & Health Sciences,2140 East Broadway Road,Tempe,AZ,Arizona,85282,1751,,First Professional Degree,Priv,2009,2,96,2,A,,B,05,09,1
001070,Thunderbird School of Global Management,1 Global Place,Glendale,AZ,Arizona,85306,6000,,Master's Degree or Doctor's Degree,Priv,2009,6,271,2.2,A,,B,02,09,1
001073,Eastern Arizona College,615 North Stadium Avenue,Thatcher,AZ,Arizona,85552,0769,,Associate's Degree,Pub,2009,0,0,0,A,,,01,09,1
008246,Dine College,"Route 12, One Circle Drive",Tsaile,AZ,Arizona,86556,0126,,Bachelor's Degree,Pub,2009,0,0,0,A,T,B,01,09,1
011862,Northland Pioneer College,2251 East Navajo Boulevard,Holbrook,AZ,Arizona,86025,0610,,Associate's Degree,Pub,2009,0,0,0,A,,,01,09,1
021138,Roberto-Venn School of Luthiery,1012 NW Grand Avenue,Phoenix,AZ,Arizona,85007,2514,,Non-Degree (600-899 hours),Prop,2009,4,36,11.1,A,,B,04,09,1
025332,Frank Lloyd Wright School of Architecture,Taliesin West,Scottsdale,AZ,Arizona,85261,4430,,Master's Degree or Doctor's Degree,Priv,2009,0,0,0,A,,B,01,09,1
033473,International Baptist College & Seminary,2211 West Germann Road,Chandler,AZ,Arizona,85286,6799,,Master's Degree or Doctor's Degree,Priv,2009,0,9,0,A,,B,05,09,1
041529,Studio Academy of Beauty (The),610 North Alma School Road,Chandler,AZ,Arizona,85224,3600,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,B,6,09,0
001209,Hartnell Community College,411 Central Avenue,Salinas,CA,California,93901,1697,,Associate's Degree,Pub,2009,6,34,17.6,A,,B,17,09,1
031253,John Wesley International Barber & Beauty College,717 Pine Avenue,Long Beach,CA,California,90813,4321,,Non-Degree 1 Year (900-1799 hours),Prop,2009,22,46,47.8,A,,B,37,09,1
040144,Palladium Technical Academy,10503 Valley Boulevard,El Monte,CA,California,91731,2429,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,25,54,46.2,A,,B,32,09,1
039013,Pacific Coast Trade School,1690 Universe Circle,Oxnard,CA,California,93033,2441,,Non-Degree 1 Year (900-1799 hours),Prop,2009,26,57,45.6,A,,B,23,09,1
001217,Lassen College,478-200 Highway 139,Susanville,CA,California,96130,3000,,Associate's Degree,Pub,2009,40,106,37.7,A,,B,04,09,1
001176,West Hills Community College,300 Cherry Lane,Coalinga,CA,California,93210,1399,,Associate's Degree,Pub,2009,48,172,27.9,P,,B,20,09,1
001260,Palomar College,1140 West Mission Road,San Marcos,CA,California,92069,1486,,Associate's Degree,Pub,2009,38,221,17.1,A,,B,50,09,1
010111,Cerro Coso Community College,3000 College Heights,Ridgecrest,CA,California,93555,9571,,Associate's Degree,Pub,2009,18,101,17.8,A,,,22,09,1
001113,Antelope Valley College,3041 West Avenue K,Lancaster,CA,California,93536,5426,,Associate's Degree,Pub,2009,277,832,33.2,A,,B,22,09,1
001282,San Jose City College,2100 Moorpark Avenue,San Jose,CA,California,95128,2797,,Associate's Degree,Pub,2009,9,45,20,A,,B,15,09,1
001344,Yuba College,2088 North Beale Road,Marysville,CA,California,95901,7699,,Associate's Degree,Pub,2009,41,220,18.6,A,,B,02,09,1
031081,Summit College,851 South  Cooley Drive,Colton,CA,California,92324,3956,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,331,1083,30.5,A,,B,43,09,1
001202,Gavilan College,5055 Santa Teresa Boulevard,Gilroy,CA,California,95020,9599,,Associate's Degree,Pub,2009,31,86,36,A,,B,15,09,1
009032,Empire College,3035 Cleveland Avenue,Santa Rosa,CA,California,95403,2122,,Associate's Degree,Prop,2009,88,264,33.3,A,,B,06,09,1
001185,College of the Redwoods,7351 Tompkins Hill Road,Eureka,CA,California,95501,9300,,Associate's Degree,Pub,2009,125,437,28.6,A,,B,01,09,1
001307,Fresno City College,1101 East University Avenue,Fresno,CA,California,93741,0002,,Associate's Degree,Pub,2009,231,778,29.6,A,,B,19,09,1
021806,Bridges Academy of Beauty,423 East Main Street,Barstow,CA,California,92311,2327,,Non-Degree 1 Year (900-1799 hours),Prop,2009,4,8,50,A,,B,40,09,1
034275,University of Antelope Valley,44055 North Sierra Highway,Lancaster,CA,California,93534,3324,,Master's Degree or Doctor's Degree,Prop,2009,151,492,30.6,A,,B,22,09,1
023458,Montebello Beauty College,2201 West Whittier Boulevard,Montebello,CA,California,90640,4014,,Non-Degree 1 Year (900-1799 hours),Prop,2009,18,75,24,A,,B,38,09,1
001162,Chabot College,25555 Hesperian Boulevard,Hayward,CA,California,94545,2400,,Associate's Degree,Pub,2009,48,179,26.8,A,,B,13,09,1
001246,Mt. San Jacinto College,1499 North State Street,San Jacinto,CA,California,92583,2399,,Associate's Degree,Pub,2009,112,422,26.5,A,,F,41,09,1
001272,San Bernardino Valley College,701 South Mount Vernon Avenue,San Bernardino,CA,California,92410,2798,,Associate's Degree,Pub,2009,33,156,21.1,A,,,43,09,1
007187,North Adrian's Beauty College,124 Floyd Avenue,Modesto,CA,California,95350,2381,,Non-Degree 1 Year (900-1799 hours),Prop,2009,27,97,27.8,A,,B,18,09,1
008073,Butte College,3536 Butte Campus Drive,Oroville,CA,California,95965,8399,,Associate's Degree,Pub,2009,259,805,32.1,P,,B,02,09,1
001118,Bakersfield College,1801 Panorama Drive,Bakersfield,CA,California,93305,1299,,Associate's Degree,Pub,2009,75,281,26.6,A,,B,22,09,1
001267,Merritt College,12500 Campus Drive,Oakland,CA,California,94619,3196,,Associate's Degree,Pub,2009,19,87,21.8,A,,B,09,09,1
001289,Shasta College,11555 Old Oregon Trail,Redding,CA,California,96049,7692,,Associate's Degree,Pub,2009,92,336,27.3,A,,B,02,09,1
001335,Victor Valley Community College,18422 Bear Valley Road,Victorville,CA,California,92395,5850,,Associate's Degree,Pub,2009,138,444,31,A,,B,41,09,1
040013,Palace Beauty College,1517 South Western Avenue,Los Angeles,CA,California,90006,4233,,Non-Degree 1 Year (900-1799 hours),Prop,2009,7,25,28,A,,B,31,09,1
001292,Solano Community College,4000 Suisun Valley Road,Fairfield,CA,California,94534,3197,,Associate's Degree,Pub,2009,73,290,25.1,A,,B,10,09,1
001242,Monterey Peninsula College,980 Fremont Street,Monterey,CA,California,93940,4799,,Associate's Degree,Pub,2009,24,113,21.2,A,,B,17,09,1
021113,Cuyamaca College,900 Rancho San Diego Parkway,El Cajon,CA,California,92019,4369,,Associate's Degree,Pub,2009,20,63,31.7,A,,B,52,09,1
012984,Professional Institute of Beauty,10801 Valley Mall,El Monte,CA,California,91731,2613,,Non-Degree 1 Year (900-1799 hours),Prop,2009,7,39,17.9,A,,B,32,09,1
001187,College of the Siskiyous,800 College Avenue,Weed,CA,California,96094,2899,,Associate's Degree,Pub,2009,73,269,27.1,A,,B,02,09,1
031444,American College of Healthcare,"11801 Pierce Street, Suite 100",Riverside,CA,California,92505,3038,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,2,12,16.6,A,,B,41,09,1
022427,Berkeley City College,2050 Center Street,Berkeley,CA,California,94704,1183,,Associate's Degree,Pub,2009,36,139,25.8,A,,B,09,09,1
030847,Ventura Adult and Continuing Education,5200 Valentine Road,Ventura,CA,California,93003,7313,,Non-Degree 1 Year (900-1799 hours),Pub,2009,8,37,21.6,A,,B,23,09,1
001338,West Valley College,14000 Fruitvale Avenue,Saratoga,CA,California,95070,5697,,Associate's Degree,Pub,2009,9,83,10.8,A,,B,14,09,1
031505,A - Technical College,1033 South Broadway Street,Los Angeles,CA,California,90015,3535,,Non-Degree 1 Year (900-1799 hours),Prop,2009,11,46,23.9,A,,B,31,09,1
041113,West Hills College Lemoore,555 College Avenue,Lemoore,CA,California,93245,9248,,Associate's Degree,Pub,2009,19,68,27.9,A,,B,20,09,1
001232,American River College,4700 College Oak Drive,Sacramento,CA,California,95841,4286,,Associate's Degree,Pub,2009,262,951,27.5,A,,B,03,09,1
001182,College of the Desert,43-500 Monterey Avenue,Palm Desert,CA,California,92260,9305,,Associate's Degree,Pub,2009,20,79,25.3,A,,B,45,09,1
004502,City College of San Francisco,50 Phelan Avenue,San Francisco,CA,California,94112,1821,,Associate's Degree,Pub,2009,168,827,20.3,P,,B,08,09,1
035904,NTMA Training Centers of Southern California,14926 Bloomfield Avenue,Norwalk,CA,California,90650,6099,,Non-Degree 1 Year (900-1799 hours),Priv,2009,157,458,34.2,A,,B,38,09,1
036463,Design's School of Cosmetology,715 24th Street,Paso Robles,CA,California,93446,1471,,Non-Degree 1 Year (900-1799 hours),Prop,2009,22,75,29.3,A,,B,22,09,1
036813,California Healing Arts College,12217 Santa Monica Boulevard,Los Angeles,CA,California,90025,2589,,Non-Degree 1 Year (900-1799 hours),Prop,2009,18,82,21.9,A,,B,30,09,1
004481,Ohlone College,43600 Mission Boulevard,Fremont,CA,California,94539,5884,,Associate's Degree,Pub,2009,14,99,14.1,A,,B,13,09,1
001239,MiraCosta College,One Barnard Drive,Oceanside,CA,California,92056,3899,,Associate's Degree,Pub,2009,23,144,15.9,A,,B,49,09,1
009748,Carrington College California,8909 Folsom Boulevard,Sacramento,CA,California,95826,3203,,Associate's Degree,Prop,2009,961,3751,25.6,P,,B,05,09,1
021250,Career Academy of Beauty,12471 Valley View Street,Garden Grove,CA,California,92845,2032,,Non-Degree 1 Year (900-1799 hours),Prop,2009,25,103,24.2,A,,B,40,09,1
022774,South Coast College,2011 West Chapman Avenue,Orange,CA,California,92868,8124,,Associate's Degree,Prop,2009,29,137,21.1,A,,B,40,09,1
024973,Milan Institute,6500 S. Mooney Blvd.,Visalia,CA,California,93277,8109,,Non-Degree 1 Year (900-1799 hours),Prop,2009,160,538,29.7,A,,B,21,09,1
038744,Community Christian College,251 Tennessee Street,Redlands,CA,California,92373,4465,,Associate's Degree,Priv,2009,7,18,38.8,A,,B,41,09,1
001197,El Camino College,16007 Crenshaw Boulevard,Torrance,CA,California,90506,0002,,Associate's Degree,Pub,2009,50,257,19.4,P,,B,35,09,1
025964,Crimson Technical College,8911 Aviation Boulevard,Inglewood,CA,California,90301,2904,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,78,290,26.8,A,,B,35,09,1
037974,Career Care Institute,43770 15th Street West Suite 115,Lancaster,CA,California,93534,4765,,Non-Degree 1 Year (900-1799 hours),Prop,2009,87,333,26.1,A,,B,22,09,1
001280,San Joaquin Delta College,5151 Pacific Avenue,Stockton,CA,California,95207,6370,,Associate's Degree,Pub,2009,129,573,22.5,A,,B,11,09,1
032103,Le Cordon Bleu College of Culinary Arts,521 East Green Street,Pasadena,CA,California,91101,5221,,Associate's Degree,Prop,2009,235,1132,20.7,A,,B,29,09,1
041093,Academy of Barbering Arts (The),7888-1 Van Nuys Boulevard,Panorama City,CA,California,91402,6069,,Non-Degree 1 Year (900-1799 hours),Prop,2009,8,29,27.5,A,,B,27,09,1
001186,College of the Sequoias,915 South Mooney Boulevard,Visalia,CA,California,93277,2234,,Associate's Degree,Pub,2009,16,113,14.1,A,,B,21,09,1
020912,Elegance International,1622 North Highland Avenue,Hollywood,CA,California,90028,6106,,Non-Degree (600-899 hours),Prop,2009,11,52,21.1,A,,B,33,09,1
031623,Four-D College,1020 East Washington Street,Colton,CA,California,92324,4218,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,198,490,40.4,A,,B,43,09,1
035424,Copper Mountain College,6162 Rotary Way,Joshua Tree,CA,California,92252,6102,,Associate's Degree,Pub,2009,17,68,25,A,,B,41,09,1
040563,Career College of California,201 E. 4th Street,Santa Ana,CA,California,92701,4688,,Non-Degree 1 Year (900-1799 hours),Prop,2009,1,4,25,A,,B,47,09,1
001219,Long Beach City College,4901 East Carson Street,Long Beach,CA,California,90808,1780,,Associate's Degree,Pub,2009,112,589,19,A,,B,37,09,1
004480,De Anza Community College,21250 Stevens Creek Boulevard,Cupertino,CA,California,95014,5793,,Associate's Degree,Pub,2009,59,347,17,A,,B,15,09,1
041438,Woodland Community College,2300 East Gibson Road,Woodland,CA,California,95776,5156,,Associate's Degree,Pub,2009,41,220,18.6,P,,D,1,09,1
